configuration,questionerType,alpha_q,alpha_a,beta,likelihood
6_5_1.5,explicit,6,5,1.5,-115.22895723057417
6_5_2.0,pragmatic,6,5,2.0,-96.55443551186865
6_5_2.0,explicit,6,5,2.0,-114.74919727326042
6_5_2.5,pragmatic,6,5,2.5,-96.37525443799565
6_5_2.5,explicit,6,5,2.5,-114.33906997904474
6_6_0.5,pragmatic,6,6,0.5,-96.70763021682042
6_6_0.5,explicit,6,6,0.5,-116.18429598621266
6_6_0.1,pragmatic,6,6,0.1,-96.81491131148134
6_6_0.1,explicit,6,6,0.1,-116.49153178535535
6_6_1.5,pragmatic,6,6,1.5,-96.32888507072587
6_6_1.5,explicit,6,6,1.5,-115.22895723057417
6_6_2.0,pragmatic,6,6,2.0,-96.08575767510044
6_6_2.0,explicit,6,6,2.0,-114.74919727326042
6_6_2.5,pragmatic,6,6,2.5,-95.82691535565165
6_6_2.5,explicit,6,6,2.5,-114.33906997904474
6_7_0.5,pragmatic,6,7,0.5,-96.4258368378891
6_7_0.5,explicit,6,7,0.5,-116.18429598621266
6_7_0.1,pragmatic,6,7,0.1,-96.51496742000882
6_7_0.1,explicit,6,7,0.1,-116.49153178535535
6_7_1.5,pragmatic,6,7,1.5,-96.11722743012757
6_7_1.5,explicit,6,7,1.5,-115.22895723057417
6_7_2.0,pragmatic,6,7,2.0,-95.90871970928958
6_7_2.0,explicit,6,7,2.0,-114.74919727326042
6_7_2.5,pragmatic,6,7,2.5,-95.65659821699587
6_7_2.5,explicit,6,7,2.5,-114.33906997904474
7_1_0.5,pragmatic,7,1,0.5,-104.96648031360571
7_1_0.5,explicit,7,1,0.5,-111.61651379672489
7_1_0.1,pragmatic,7,1,0.1,-104.8452610219713
7_1_0.1,explicit,7,1,0.1,-111.86107735116795
7_1_1.5,pragmatic,7,1,1.5,-105.60709379136253
7_1_1.5,explicit,7,1,1.5,-110.865773282823
7_1_2.0,pragmatic,7,1,2.0,-106.15104220664662
7_1_2.0,explicit,7,1,2.0,-110.49411221766363
7_1_2.5,pragmatic,7,1,2.5,-106.79931962338118
7_1_2.5,explicit,7,1,2.5,-110.1790697511675
7_2_0.5,pragmatic,7,2,0.5,-98.33768993351835
7_2_0.5,explicit,7,2,0.5,-111.61651379672489
7_2_0.1,pragmatic,7,2,0.1,-98.23752342197287
7_2_0.1,explicit,7,2,0.1,-111.86107735116795
7_2_1.5,pragmatic,7,2,1.5,-99.03128483246519
7_2_1.5,explicit,7,2,1.5,-110.865773282823
7_2_2.0,pragmatic,7,2,2.0,-99.79576329475938
7_2_2.0,explicit,7,2,2.0,-110.49411221766363
7_2_2.5,pragmatic,7,2,2.5,-100.92549055161433
7_2_2.5,explicit,7,2,2.5,-110.1790697511675
7_3_0.5,pragmatic,7,3,0.5,-94.49011179190491
7_3_0.5,explicit,7,3,0.5,-111.61651379672489
7_3_0.1,pragmatic,7,3,0.1,-94.5160909903708
7_3_0.1,explicit,7,3,0.1,-111.86107735116795
7_3_1.5,pragmatic,7,3,1.5,-94.58548507955261
7_3_1.5,explicit,7,3,1.5,-110.865773282823
7_3_2.0,pragmatic,7,3,2.0,-94.86918034191721
7_3_2.0,explicit,7,3,2.0,-110.49411221766363
7_3_2.5,pragmatic,7,3,2.5,-95.46371170205461
7_3_2.5,explicit,7,3,2.5,-110.1790697511675
7_4_0.5,pragmatic,7,4,0.5,-92.79164413121819
7_4_0.5,explicit,7,4,0.5,-111.61651379672489
7_4_0.1,pragmatic,7,4,0.1,-92.86645752535425
7_4_0.1,explicit,7,4,0.1,-111.86107735116795
7_4_1.5,pragmatic,7,4,1.5,-92.59029998755453
7_4_1.5,explicit,7,4,1.5,-110.865773282823
7_4_2.0,pragmatic,7,4,2.0,-92.55249951672664
7_4_2.0,explicit,7,4,2.0,-110.49411221766363
7_4_2.5,pragmatic,7,4,2.5,-92.64784256885594
7_4_2.5,explicit,7,4,2.5,-110.1790697511675
7_5_0.5,pragmatic,7,5,0.5,-92.0548406431398
7_5_0.5,explicit,7,5,0.5,-111.61651379672489
7_5_0.1,pragmatic,7,5,0.1,-92.13237383171412
7_5_0.1,explicit,7,5,0.1,-111.86107735116795
7_5_1.5,pragmatic,7,5,1.5,-91.78984908788122
7_5_1.5,explicit,7,5,1.5,-110.865773282823
7_5_2.0,pragmatic,7,5,2.0,-91.64356662227401
7_5_2.0,explicit,7,5,2.0,-110.49411221766363
7_5_2.5,pragmatic,7,5,2.5,-91.53338732173361
7_5_2.5,explicit,7,5,2.5,-110.1790697511675
7_6_0.5,pragmatic,7,6,0.5,-91.70267830006053
7_6_0.5,explicit,7,6,0.5,-111.61651379672489
7_6_0.1,pragmatic,7,6,0.1,-91.76699964797676
7_6_0.1,explicit,7,6,0.1,-111.86107735116795
7_6_1.5,pragmatic,7,6,1.5,-91.46740301866598
7_6_1.5,explicit,7,6,1.5,-110.865773282823
7_6_2.0,pragmatic,7,6,2.0,-91.30867334176817
7_6_2.0,explicit,7,6,2.0,-110.49411221766363
7_6_2.5,pragmatic,7,6,2.5,-91.13566720515152
7_6_2.5,explicit,7,6,2.5,-110.1790697511675
7_7_0.5,pragmatic,7,7,0.5,-91.50603456134782
7_7_0.5,explicit,7,7,0.5,-111.61651379672489
7_7_0.1,pragmatic,7,7,0.1,-91.55362042363612
7_7_0.1,explicit,7,7,0.1,-111.86107735116795
7_7_1.5,pragmatic,7,7,1.5,-91.33265734483925
7_7_1.5,explicit,7,7,1.5,-110.865773282823
7_7_2.0,pragmatic,7,7,2.0,-91.20360467400975
7_7_2.0,explicit,7,7,2.0,-110.49411221766363
7_7_2.5,pragmatic,7,7,2.5,-91.03674253642727
7_7_2.5,explicit,7,7,2.5,-110.1790697511675
8_1_0.5,pragmatic,8,1,0.5,-100.75214425799545
8_1_0.5,explicit,8,1,0.5,-108.08428820468785
8_1_0.1,pragmatic,8,1,0.1,-100.56475058367633
8_1_0.1,explicit,8,1,0.1,-108.2747519472766
8_1_1.5,pragmatic,8,1,1.5,-101.63933248818395
8_1_1.5,explicit,8,1,1.5,-107.50426482311904
8_1_2.0,pragmatic,8,1,2.0,-102.34320776058141
8_1_2.0,explicit,8,1,2.0,-107.21936119072458
8_1_2.5,pragmatic,8,1,2.5,-103.1599625012068
8_1_2.5,explicit,8,1,2.5,-106.97876962599777
8_2_0.5,pragmatic,8,2,0.5,-94.04488378935517
8_2_0.5,explicit,8,2,0.5,-108.08428820468785
8_2_0.1,pragmatic,8,2,0.1,-93.92487332703654
8_2_0.1,explicit,8,2,0.1,-108.2747519472766
8_2_1.5,pragmatic,8,2,1.5,-94.79821628707289
8_2_1.5,explicit,8,2,1.5,-107.50426482311904
8_2_2.0,pragmatic,8,2,2.0,-95.60132631668284
8_2_2.0,explicit,8,2,2.0,-107.21936119072458
8_2_2.5,pragmatic,8,2,2.5,-96.79220440497889
8_2_2.5,explicit,8,2,2.5,-106.97876962599777
8_3_0.5,pragmatic,8,3,0.5,-90.69693527076913
8_3_0.5,explicit,8,3,0.5,-108.08428820468785
8_3_0.1,pragmatic,8,3,0.1,-90.7056818624559
8_3_0.1,explicit,8,3,0.1,-108.2747519472766
8_3_1.5,pragmatic,8,3,1.5,-90.81805983677121
8_3_1.5,explicit,8,3,1.5,-107.50426482311904
8_3_2.0,pragmatic,8,3,2.0,-91.07912660961172
8_3_2.0,explicit,8,3,2.0,-107.21936119072458
8_3_2.5,pragmatic,8,3,2.5,-91.60810751267448
8_3_2.5,explicit,8,3,2.5,-106.97876962599777
8_4_0.5,pragmatic,8,4,0.5,-89.41424843220342
8_4_0.5,explicit,8,4,0.5,-108.08428820468785
8_4_0.1,pragmatic,8,4,0.1,-89.46146704905681
8_4_0.1,explicit,8,4,0.1,-108.2747519472766
8_4_1.5,pragmatic,8,4,1.5,-89.29523905548855
8_4_1.5,explicit,8,4,1.5,-107.50426482311904
8_4_2.0,pragmatic,8,4,2.0,-89.28867638308826
8_4_2.0,explicit,8,4,2.0,-107.21936119072458
8_4_2.5,pragmatic,8,4,2.5,-89.38664065845592
8_4_2.5,explicit,8,4,2.5,-106.97876962599777
8_5_0.5,pragmatic,8,5,0.5,-88.91245000184594
8_5_0.5,explicit,8,5,0.5,-108.08428820468785
8_5_0.1,pragmatic,8,5,0.1,-88.96036743115204
8_5_0.1,explicit,8,5,0.1,-108.2747519472766
8_5_1.5,pragmatic,8,5,1.5,-88.74847605764452
8_5_1.5,explicit,8,5,1.5,-107.50426482311904
8_5_2.0,pragmatic,8,5,2.0,-88.661167528724
8_5_2.0,explicit,8,5,2.0,-107.21936119072458
8_5_2.5,pragmatic,8,5,2.5,-88.60591140505124
8_5_2.5,explicit,8,5,2.5,-106.97876962599777
8_6_0.5,pragmatic,8,6,0.5,-88.69653654602276
8_6_0.5,explicit,8,6,0.5,-108.08428820468785
8_6_0.1,pragmatic,8,6,0.1,-88.73352826107029
8_6_0.1,explicit,8,6,0.1,-108.2747519472766
8_6_1.5,pragmatic,8,6,1.5,-88.55606510319362
8_6_1.5,explicit,8,6,1.5,-107.50426482311904
8_6_2.0,pragmatic,8,6,2.0,-88.45793603571947
8_6_2.0,explicit,8,6,2.0,-107.21936119072458
8_6_2.5,pragmatic,8,6,2.5,-88.3518636753283
8_6_2.5,explicit,8,6,2.5,-106.97876962599777
8_7_0.5,pragmatic,8,7,0.5,-88.59042253824808
8_7_0.5,explicit,8,7,0.5,-108.08428820468785
8_7_0.1,pragmatic,8,7,0.1,-88.61388205514389
8_7_0.1,explicit,8,7,0.1,-108.2747519472766
8_7_1.5,pragmatic,8,7,1.5,-88.49809228140008
8_7_1.5,explicit,8,7,1.5,-107.50426482311904
8_7_2.0,pragmatic,8,7,2.0,-88.42136972852762
8_7_2.0,explicit,8,7,2.0,-107.21936119072458
8_7_2.5,pragmatic,8,7,2.5,-88.31671127396774
8_7_2.5,explicit,8,7,2.5,-106.97876962599777
9_1_0.5,pragmatic,9,1,0.5,-97.46097708093687
9_1_0.5,explicit,9,1,0.5,-105.29870872971175
9_1_0.1,pragmatic,9,1,0.1,-97.22993258046156
9_1_0.1,explicit,9,1,0.1,-105.44654068668223
9_1_1.5,pragmatic,9,1,1.5,-98.51296049096322
9_1_1.5,explicit,9,1,1.5,-104.84974305664842
9_1_2.0,pragmatic,9,1,2.0,-99.32746163151744
9_1_2.0,explicit,9,1,2.0,-104.62947776166868
9_1_2.5,pragmatic,9,1,2.5,-100.26527052812268
9_1_2.5,explicit,9,1,2.5,-104.44332918863388
9_2_0.5,pragmatic,9,2,0.5,-90.96531176818588
9_2_0.5,explicit,9,2,0.5,-105.29870872971175
9_2_0.1,pragmatic,9,2,0.1,-90.84564396654135
9_2_0.1,explicit,9,2,0.1,-105.44654068668223
9_2_1.5,pragmatic,9,2,1.5,-91.69206564496616
9_2_1.5,explicit,9,2,1.5,-104.84974305664842
9_2_2.0,pragmatic,9,2,2.0,-92.46585320629616
9_2_2.0,explicit,9,2,2.0,-104.62947776166868
9_2_2.5,pragmatic,9,2,2.5,-93.63386292015667
9_2_2.5,explicit,9,2,2.5,-104.44332918863388
9_3_0.5,pragmatic,9,3,0.5,-88.26928303890537
9_3_0.5,explicit,9,3,0.5,-105.29870872971175
9_3_0.1,pragmatic,9,3,0.1,-88.26952425608692
9_3_0.1,explicit,9,3,0.1,-105.44654068668223
9_3_1.5,pragmatic,9,3,1.5,-88.38433147017274
9_3_1.5,explicit,9,3,1.5,-104.84974305664842
9_3_2.0,pragmatic,9,3,2.0,-88.5988906562281
9_3_2.0,explicit,9,3,2.0,-104.62947776166868
9_3_2.5,pragmatic,9,3,2.5,-89.02653325899321
9_3_2.5,explicit,9,3,2.5,-104.44332918863388
9_4_0.5,pragmatic,9,4,0.5,-87.41145429012239
9_4_0.5,explicit,9,4,0.5,-105.29870872971175
9_4_0.1,pragmatic,9,4,0.1,-87.43812422830302
9_4_0.1,explicit,9,4,0.1,-105.44654068668223
9_4_1.5,pragmatic,9,4,1.5,-87.35604563303197
9_4_1.5,explicit,9,4,1.5,-104.84974305664842
9_4_2.0,pragmatic,9,4,2.0,-87.37481369778182
9_4_2.0,explicit,9,4,2.0,-104.62947776166868
9_4_2.5,pragmatic,9,4,2.5,-87.47424038002643
9_4_2.5,explicit,9,4,2.5,-104.44332918863388
9_5_0.5,pragmatic,9,5,0.5,-87.12077816827072
9_5_0.5,explicit,9,5,0.5,-105.29870872971175
9_5_0.1,pragmatic,9,5,0.1,-87.1475280654679
9_5_0.1,explicit,9,5,0.1,-105.44654068668223
9_5_1.5,pragmatic,9,5,1.5,-87.03396963169078
