configuration,answererType,alpha_q,alpha_a,beta,likelihood
5_2_0.1,explicit,5,2,0.1,-180.1136103579562
5_2_1.5,pragmatic,5,2,1.5,-115.39029312461675
5_2_1.5,explicit,5,2,1.5,-212.936247237278
5_2_2.0,pragmatic,5,2,2.0,-126.5766010263989
5_2_2.0,explicit,5,2,2.0,-235.68135102475446
5_2_2.5,pragmatic,5,2,2.5,-143.18601385837061
5_2_2.5,explicit,5,2,2.5,-264.3891072534063
5_3_0.5,pragmatic,5,3,0.5,-85.48525866811886
5_3_0.5,explicit,5,3,0.5,-185.44245460573657
5_3_0.1,pragmatic,5,3,0.1,-86.21883024935144
5_3_0.1,explicit,5,3,0.1,-180.1136103579562
5_3_1.5,pragmatic,5,3,1.5,-88.9784834150192
5_3_1.5,explicit,5,3,1.5,-212.936247237278
5_3_2.0,pragmatic,5,3,2.0,-95.03517312986565
5_3_2.0,explicit,5,3,2.0,-235.68135102475446
5_3_2.5,pragmatic,5,3,2.5,-105.11078731624744
5_3_2.5,explicit,5,3,2.5,-264.3891072534063
5_4_0.5,pragmatic,5,4,0.5,-74.14544556768828
5_4_0.5,explicit,5,4,0.5,-185.44245460573657
5_4_0.1,pragmatic,5,4,0.1,-75.66218696240492
5_4_0.1,explicit,5,4,0.1,-180.1136103579562
5_4_1.5,pragmatic,5,4,1.5,-73.94925027555972
5_4_1.5,explicit,5,4,1.5,-212.936247237278
5_4_2.0,pragmatic,5,4,2.0,-76.72980482939381
5_4_2.0,explicit,5,4,2.0,-235.68135102475446
5_4_2.5,pragmatic,5,4,2.5,-82.19949583686731
5_4_2.5,explicit,5,4,2.5,-264.3891072534063
5_5_0.5,pragmatic,5,5,0.5,-67.90707396822202
5_5_0.5,explicit,5,5,0.5,-185.44245460573657
5_5_0.1,pragmatic,5,5,0.1,-69.83691713417248
5_5_0.1,explicit,5,5,0.1,-180.1136103579562
5_5_1.5,pragmatic,5,5,1.5,-65.75511412108298
5_5_1.5,explicit,5,5,1.5,-212.936247237278
5_5_2.0,pragmatic,5,5,2.0,-66.75322924201164
5_5_2.0,explicit,5,5,2.0,-235.68135102475446
5_5_2.5,pragmatic,5,5,2.5,-69.59946495010907
5_5_2.5,explicit,5,5,2.5,-264.3891072534063
5_6_0.5,pragmatic,5,6,0.5,-64.50751728767398
5_6_0.5,explicit,5,6,0.5,-185.44245460573657
5_6_0.1,pragmatic,5,6,0.1,-66.67101488656829
5_6_0.1,explicit,5,6,0.1,-180.1136103579562
5_6_1.5,pragmatic,5,6,1.5,-61.28786607507648
5_6_1.5,explicit,5,6,1.5,-212.936247237278
5_6_2.0,pragmatic,5,6,2.0,-61.339454463988325
5_6_2.0,explicit,5,6,2.0,-235.68135102475446
5_6_2.5,pragmatic,5,6,2.5,-62.79667175660397
5_6_2.5,explicit,5,6,2.5,-264.3891072534063
5_7_0.5,pragmatic,5,7,0.5,-62.75648221334163
5_7_0.5,explicit,5,7,0.5,-185.44245460573657
5_7_0.1,pragmatic,5,7,0.1,-65.07256247007723
5_7_0.1,explicit,5,7,0.1,-180.1136103579562
5_7_1.5,pragmatic,5,7,1.5,-58.87968468905106
5_7_1.5,explicit,5,7,1.5,-212.936247237278
5_7_2.0,pragmatic,5,7,2.0,-58.38741369472354
5_7_2.0,explicit,5,7,2.0,-235.68135102475446
5_7_2.5,pragmatic,5,7,2.5,-59.081522918322214
5_7_2.5,explicit,5,7,2.5,-264.3891072534063
6_1_0.5,pragmatic,6,1,0.5,-136.27013762139575
6_1_0.5,explicit,6,1,0.5,-185.44245460573657
6_1_0.1,pragmatic,6,1,0.1,-133.47344281682595
6_1_0.1,explicit,6,1,0.1,-180.1136103579562
6_1_1.5,pragmatic,6,1,1.5,-154.67319881786995
6_1_1.5,explicit,6,1,1.5,-212.936247237278
6_1_2.0,pragmatic,6,1,2.0,-171.9557645429627
6_1_2.0,explicit,6,1,2.0,-235.68135102475446
6_1_2.5,pragmatic,6,1,2.5,-195.35539169082065
6_1_2.5,explicit,6,1,2.5,-264.3891072534063
6_2_0.5,pragmatic,6,2,0.5,-102.47724055568197
6_2_0.5,explicit,6,2,0.5,-185.44245460573657
6_2_0.1,pragmatic,6,2,0.1,-101.82920989285505
6_2_0.1,explicit,6,2,0.1,-180.1136103579562
6_2_1.5,pragmatic,6,2,1.5,-112.12686497334012
6_2_1.5,explicit,6,2,1.5,-212.936247237278
6_2_2.0,pragmatic,6,2,2.0,-123.1861434167645
6_2_2.0,explicit,6,2,2.0,-235.68135102475446
6_2_2.5,pragmatic,6,2,2.5,-139.63390259884164
6_2_2.5,explicit,6,2,2.5,-264.3891072534063
6_3_0.5,pragmatic,6,3,0.5,-82.32920348247029
6_3_0.5,explicit,6,3,0.5,-185.44245460573657
6_3_0.1,pragmatic,6,3,0.1,-83.08719136454765
6_3_0.1,explicit,6,3,0.1,-180.1136103579562
6_3_1.5,pragmatic,6,3,1.5,-85.65404816368269
6_3_1.5,explicit,6,3,1.5,-212.936247237278
6_3_2.0,pragmatic,6,3,2.0,-91.52537777676149
6_3_2.0,explicit,6,3,2.0,-235.68135102475446
6_3_2.5,pragmatic,6,3,2.5,-101.32250748711903
6_3_2.5,explicit,6,3,2.5,-264.3891072534063
6_4_0.5,pragmatic,6,4,0.5,-71.22922662577164
6_4_0.5,explicit,6,4,0.5,-185.44245460573657
6_4_0.1,pragmatic,6,4,0.1,-72.7422312857437
6_4_0.1,explicit,6,4,0.1,-180.1136103579562
6_4_1.5,pragmatic,6,4,1.5,-70.96970368179078
6_4_1.5,explicit,6,4,1.5,-212.936247237278
6_4_2.0,pragmatic,6,4,2.0,-73.62958584105324
6_4_2.0,explicit,6,4,2.0,-235.68135102475446
6_4_2.5,pragmatic,6,4,2.5,-78.87623721248313
6_4_2.5,explicit,6,4,2.5,-264.3891072534063
6_5_0.5,pragmatic,6,5,0.5,-65.17263574529098
6_5_0.5,explicit,6,5,0.5,-185.44245460573657
6_5_0.1,pragmatic,6,5,0.1,-67.06951095489984
6_5_0.1,explicit,6,5,0.1,-180.1136103579562
6_5_1.5,pragmatic,6,5,1.5,-63.07754850073762
6_5_1.5,explicit,6,5,1.5,-212.936247237278
6_5_2.0,pragmatic,6,5,2.0,-64.04755225272514
6_5_2.0,explicit,6,5,2.0,-235.68135102475446
6_5_2.5,pragmatic,6,5,2.5,-66.7885590663801
6_5_2.5,explicit,6,5,2.5,-264.3891072534063
6_6_0.5,pragmatic,6,6,0.5,-61.85133732364816
6_6_0.5,explicit,6,6,0.5,-185.44245460573657
6_6_0.1,pragmatic,6,6,0.1,-63.9579112452494
6_6_0.1,explicit,6,6,0.1,-180.1136103579562
6_6_1.5,pragmatic,6,6,1.5,-58.7841734836623
6_6_1.5,explicit,6,6,1.5,-212.936247237278
6_6_2.0,pragmatic,6,6,2.0,-58.88040462530281
6_6_2.0,explicit,6,6,2.0,-235.68135102475446
6_6_2.5,pragmatic,6,6,2.5,-60.32799732990607
6_6_2.5,explicit,6,6,2.5,-264.3891072534063
6_7_0.5,pragmatic,6,7,0.5,-60.10972782820707
6_7_0.5,explicit,6,7,0.5,-185.44245460573657
6_7_0.1,pragmatic,6,7,0.1,-62.34921922751727
6_7_0.1,explicit,6,7,0.1,-180.1136103579562
6_7_1.5,pragmatic,6,7,1.5,-56.45919489859344
6_7_1.5,explicit,6,7,1.5,-212.936247237278
6_7_2.0,pragmatic,6,7,2.0,-56.06374306429446
6_7_2.0,explicit,6,7,2.0,-235.68135102475446
6_7_2.5,pragmatic,6,7,2.5,-56.81386704175721
6_7_2.5,explicit,6,7,2.5,-264.3891072534063
7_1_0.5,pragmatic,7,1,0.5,-134.5686840102815
7_1_0.5,explicit,7,1,0.5,-185.44245460573657
7_1_0.1,pragmatic,7,1,0.1,-131.76892435330416
7_1_0.1,explicit,7,1,0.1,-180.1136103579562
7_1_1.5,pragmatic,7,1,1.5,-152.97757801231725
7_1_1.5,explicit,7,1,1.5,-212.936247237278
7_1_2.0,pragmatic,7,1,2.0,-170.2602560450703
7_1_2.0,explicit,7,1,2.0,-235.68135102475446
7_1_2.5,pragmatic,7,1,2.5,-193.65790846137452
7_1_2.5,explicit,7,1,2.5,-264.3891072534063
7_2_0.5,pragmatic,7,2,0.5,-100.10899968552157
7_2_0.5,explicit,7,2,0.5,-185.44245460573657
7_2_0.1,pragmatic,7,2,0.1,-99.48313746825578
7_2_0.1,explicit,7,2,0.1,-180.1136103579562
7_2_1.5,pragmatic,7,2,1.5,-109.64282999800035
7_2_1.5,explicit,7,2,1.5,-212.936247237278
7_2_2.0,pragmatic,7,2,2.0,-120.59970101647706
7_2_2.0,explicit,7,2,2.0,-235.68135102475446
7_2_2.5,pragmatic,7,2,2.5,-136.91676735475818
7_2_2.5,explicit,7,2,2.5,-264.3891072534063
7_3_0.5,pragmatic,7,3,0.5,-80.05704413989422
7_3_0.5,explicit,7,3,0.5,-185.44245460573657
7_3_0.1,pragmatic,7,3,0.1,-80.83470584344681
7_3_0.1,explicit,7,3,0.1,-180.1136103579562
7_3_1.5,pragmatic,7,3,1.5,-83.25052594327842
7_3_1.5,explicit,7,3,1.5,-212.936247237278
7_3_2.0,pragmatic,7,3,2.0,-88.97855007844473
7_3_2.0,explicit,7,3,2.0,-235.68135102475446
7_3_2.5,pragmatic,7,3,2.5,-98.55914668485761
7_3_2.5,explicit,7,3,2.5,-264.3891072534063
7_4_0.5,pragmatic,7,4,0.5,-69.25371730594598
7_4_0.5,explicit,7,4,0.5,-185.44245460573657
7_4_0.1,pragmatic,7,4,0.1,-70.76551439654607
7_4_0.1,explicit,7,4,0.1,-180.1136103579562
7_4_1.5,pragmatic,7,4,1.5,-68.94484356393582
7_4_1.5,explicit,7,4,1.5,-212.936247237278
7_4_2.0,pragmatic,7,4,2.0,-71.51703468852351
7_4_2.0,explicit,7,4,2.0,-235.68135102475446
7_4_2.5,pragmatic,7,4,2.5,-76.60282321211719
7_4_2.5,explicit,7,4,2.5,-264.3891072534063
7_5_0.5,pragmatic,7,5,0.5,-63.447345250713546
7_5_0.5,explicit,7,5,0.5,-185.44245460573657
7_5_0.1,pragmatic,7,5,0.1,-65.32342501270352
7_5_0.1,explicit,7,5,0.1,-180.1136103579562
7_5_1.5,pragmatic,7,5,1.5,-61.38560500530066
7_5_1.5,explicit,7,5,1.5,-212.936247237278
7_5_2.0,pragmatic,7,5,2.0,-62.33444934791194
7_5_2.0,explicit,7,5,2.0,-235.68135102475446
7_5_2.5,pragmatic,7,5,2.5,-65.00334115751629
7_5_2.5,explicit,7,5,2.5,-264.3891072534063
7_6_0.5,pragmatic,7,6,0.5,-60.306810372256344
7_6_0.5,explicit,7,6,0.5,-185.44245460573657
7_6_0.1,pragmatic,7,6,0.1,-62.378139877878816
7_6_0.1,explicit,7,6,0.1,-180.1136103579562
7_6_1.5,pragmatic,7,6,1.5,-57.33196312155181
7_6_1.5,explicit,7,6,1.5,-212.936247237278
7_6_2.0,pragmatic,7,6,2.0,-57.45367062314738
7_6_2.0,explicit,7,6,2.0,-235.68135102475446
7_6_2.5,pragmatic,7,6,2.5,-58.89263303278971
7_6_2.5,explicit,7,6,2.5,-264.3891072534063
7_7_0.5,pragmatic,7,7,0.5,-58.69844724762527
7_7_0.5,explicit,7,7,0.5,-185.44245460573657
7_7_0.1,pragmatic,7,7,0.1,-60.892262991374835
7_7_0.1,explicit,7,7,0.1,-180.1136103579562
7_7_1.5,pragmatic,7,7,1.5,-55.18058582693564
7_7_1.5,explicit,7,7,1.5,-212.936247237278
7_7_2.0,pragmatic,7,7,2.0,-54.84073306598845
7_7_2.0,explicit,7,7,2.0,-235.68135102475446
7_7_2.5,pragmatic,7,7,2.5,-55.62188708811904
7_7_2.5,explicit,7,7,2.5,-264.3891072534063
8_1_0.5,pragmatic,8,1,0.5,-133.22242494429432
8_1_0.5,explicit,8,1,0.5,-185.44245460573657
8_1_0.1,pragmatic,8,1,0.1,-130.41944037371655
8_1_0.1,explicit,8,1,0.1,-180.1136103579562
8_1_1.5,pragmatic,8,1,1.5,-151.63875678030678
8_1_1.5,explicit,8,1,1.5,-212.936247237278
8_1_2.0,pragmatic,8,1,2.0,-168.9233005162815
8_1_2.0,explicit,8,1,2.0,-235.68135102475446
8_1_2.5,pragmatic,8,1,2.5,-192.32126108634125
8_1_2.5,explicit,8,1,2.5,-264.3891072534063
8_2_0.5,pragmatic,8,2,0.5,-98.28447984385849
8_2_0.5,explicit,8,2,0.5,-185.44245460573657
8_2_0.5,pragmatic,8,2,0.5,-98.28447984385849
8_2_0.5,explicit,8,2,0.5,-185.44245460573657
8_2_0.1,pragmatic,8,2,0.1,-97.67661771627886
8_2_0.1,explicit,8,2,0.1,-180.1136103579562
8_2_1.5,pragmatic,8,2,1.5,-107.72504592373087
8_2_1.5,explicit,8,2,1.5,-212.936247237278
8_2_2.0,pragmatic,8,2,2.0,-118.59957705066965
8_2_2.0,explicit,8,2,2.0,-235.68135102475446
8_2_2.5,pragmatic,8,2,2.5,-134.81126823655254
8_2_2.5,explicit,8,2,2.5,-264.3891072534063
8_3_0.5,pragmatic,8,3,0.5,-78.37993085982266
8_3_0.5,explicit,8,3,0.5,-185.44245460573657
8_3_0.1,pragmatic,8,3,0.1,-79.17338470036806
8_3_0.1,explicit,8,3,0.1,-180.1136103579562
8_3_1.5,pragmatic,8,3,1.5,-81.471205875617
8_3_1.5,explicit,8,3,1.5,-212.936247237278
8_3_2.0,pragmatic,8,3,2.0,-87.08861157381577
8_3_2.0,explicit,8,3,2.0,-235.68135102475446
8_3_2.5,pragmatic,8,3,2.5,-96.50110473299831
8_3_2.5,explicit,8,3,2.5,-264.3891072534063
8_4_0.5,pragmatic,8,4,0.5,-67.87781151794559
8_4_0.5,explicit,8,4,0.5,-185.44245460573657
8_4_0.1,pragmatic,8,4,0.1,-69.38980949816502
8_4_0.1,explicit,8,4,0.1,-180.1136103579562
8_4_1.5,pragmatic,8,4,1.5,-67.53070934137173
8_4_1.5,explicit,8,4,1.5,-212.936247237278
8_4_2.0,pragmatic,8,4,2.0,-70.0387301034088
8_4_2.0,explicit,8,4,2.0,-235.68135102475446
8_4_2.5,pragmatic,8,4,2.5,-75.00723284386787
8_4_2.5,explicit,8,4,2.5,-264.3891072534063
8_5_0.5,pragmatic,8,5,0.5,-62.33766486841924
8_5_0.5,explicit,8,5,0.5,-185.44245460573657
8_5_0.1,pragmatic,8,5,0.1,-64.2005826556282
8_5_0.1,explicit,8,5,0.1,-180.1136103579562
8_5_1.5,pragmatic,8,5,1.5,-60.2960953651782
8_5_1.5,explicit,8,5,1.5,-212.936247237278
8_5_2.0,pragmatic,8,5,2.0,-61.229768187996804
8_5_2.0,explicit,8,5,2.0,-235.68135102475446
8_5_2.5,pragmatic,8,5,2.5,-63.84910887641528
8_5_2.5,explicit,8,5,2.5,-264.3891072534063
8_6_0.5,pragmatic,8,6,0.5,-59.41114409310556
8_6_0.5,explicit,8,6,0.5,-185.44245460573657
8_6_0.1,pragmatic,8,6,0.1,-61.460380848262474
8_6_0.1,explicit,8,6,0.1,-180.1136103579562
8_6_1.5,pragmatic,8,6,1.5,-56.494510683776845
8_6_1.5,explicit,8,6,1.5,-212.936247237278
8_6_2.0,pragmatic,8,6,2.0,-56.63259561113157
8_6_2.0,explicit,8,6,2.0,-235.68135102475446
8_6_2.5,pragmatic,8,6,2.5,-58.06637449621076
8_6_2.5,explicit,8,6,2.5,-264.3891072534063
8_7_0.5,pragmatic,8,7,0.5,-57.97661412609657
8_7_0.5,explicit,8,7,0.5,-185.44245460573657
8_7_0.1,pragmatic,8,7,0.1,-60.142551795997406
8_7_0.1,explicit,8,7,0.1,-180.1136103579562
8_7_1.5,pragmatic,8,7,1.5,-54.54072800117006
8_7_1.5,explicit,8,7,1.5,-212.936247237278
8_7_2.0,pragmatic,8,7,2.0,-54.23614594439054
8_7_2.0,explicit,8,7,2.0,-235.68135102475446
8_7_2.5,pragmatic,8,7,2.5,-55.03794692133096
8_7_2.5,explicit,8,7,2.5,-264.3891072534063
9_2_0.5,pragmatic,9,2,0.5,-96.85274807712827
9_2_0.5,explicit,9,2,0.5,-185.44245460573657
9_2_0.1,pragmatic,9,2,0.1,-96.2596133495584
9_2_0.1,explicit,9,2,0.1,-180.1136103579562
9_2_1.5,pragmatic,9,2,1.5,-106.21756756295845
9_2_1.5,explicit,9,2,1.5,-212.936247237278
9_2_2.0,pragmatic,9,2,2.0,-117.02524677084135
9_2_2.0,explicit,9,2,2.0,-235.68135102475446
9_2_2.5,pragmatic,9,2,2.5,-133.15104805841605
9_2_2.5,explicit,9,2,2.5,-264.3891072534063
9_3_0.5,pragmatic,9,3,0.5,-77.11112380622357
9_3_0.5,explicit,9,3,0.5,-185.44245460573657
9_3_0.1,pragmatic,9,3,0.1,-77.91716328378467
9_3_0.1,explicit,9,3,0.1,-180.1136103579562
9_3_1.5,pragmatic,9,3,1.5,-80.12257943207754
9_3_1.5,explicit,9,3,1.5,-212.936247237278
9_3_2.0,pragmatic,9,3,2.0,-85.65378374588072
9_3_2.0,explicit,9,3,2.0,-235.68135102475446
9_3_2.5,pragmatic,9,3,2.5,-94.93428327373381
9_3_2.5,explicit,9,3,2.5,-264.3891072534063
9_4_0.5,pragmatic,9,4,0.5,-66.89432622692634
9_4_0.5,explicit,9,4,0.5,-185.44245460573657
9_4_0.1,pragmatic,9,4,0.1,-68.40689116649449
9_4_0.1,explicit,9,4,0.1,-180.1136103579562
9_4_1.5,pragmatic,9,4,1.5,-66.51856736799056
9_4_1.5,explicit,9,4,1.5,-212.936247237278
9_4_2.0,pragmatic,9,4,2.0,-68.97946820335274
9_4_2.0,explicit,9,4,2.0,-235.68135102475446
9_4_2.5,pragmatic,9,4,2.5,-73.86132265540009
9_4_2.5,explicit,9,4,2.5,-264.3891072534063
9_5_0.5,pragmatic,9,5,0.5,-61.612129025396904
9_5_0.5,explicit,9,5,0.5,-185.44245460573657
9_5_0.1,pragmatic,9,5,0.1,-63.46608483686661
9_5_0.1,explicit,9,5,0.1,-180.1136103579562
9_5_1.5,pragmatic,9,5,1.5,-59.58493984265998
9_5_1.5,explicit,9,5,1.5,-212.936247237278
9_5_2.0,pragmatic,9,5,2.0,-60.50892618604841
9_5_2.0,explicit,9,5,2.0,-235.68135102475446
9_5_2.5,pragmatic,9,5,2.5,-63.094871736426654
9_5_2.5,explicit,9,5,2.5,-264.3891072534063
9_6_0.5,pragmatic,9,6,0.5,-58.90146805383967
9_6_0.5,explicit,9,6,0.5,-185.44245460573657
9_6_0.1,pragmatic,9,6,0.1,-60.935883284481214
9_6_0.1,explicit,9,6,0.1,-180.1136103579562
