configuration,answererType,alpha_q,alpha_a,beta,likelihood
5_4_0.5,pragmatic,5,4,0.5,-165.6366254133024
5_4_0.5,explicit,5,4,0.5,-177.44245460573657
5_4_0.1,pragmatic,5,4,0.1,-173.62767490606126
5_4_0.1,explicit,5,4,0.1,-178.51361035795625
5_4_1.5,pragmatic,5,4,1.5,-148.85710948486175
5_4_1.5,explicit,5,4,1.5,-188.936247237278
5_4_2.0,pragmatic,5,4,2.0,-142.98194554970627
5_4_2.0,explicit,5,4,2.0,-203.68135102475446
5_4_2.5,pragmatic,5,4,2.5,-139.49251544945656
5_4_2.5,explicit,5,4,2.5,-224.38910725340628
5_5_0.5,pragmatic,5,5,0.5,-184.94827399698886
5_5_0.5,explicit,5,5,0.5,-177.44245460573657
5_5_0.1,pragmatic,5,5,0.1,-193.27968499290924
5_5_0.1,explicit,5,5,0.1,-178.51361035795625
5_5_1.5,pragmatic,5,5,1.5,-166.43639629974592
5_5_1.5,explicit,5,5,1.5,-188.936247237278
5_5_2.0,pragmatic,5,5,2.0,-158.87151181427342
5_5_2.0,explicit,5,5,2.0,-203.68135102475446
5_5_2.5,pragmatic,5,5,2.5,-152.79229000640711
5_5_2.5,explicit,5,5,2.5,-224.38910725340628
5_6_0.5,pragmatic,5,6,0.5,-207.25180101442064
5_6_0.5,explicit,5,6,0.5,-177.44245460573657
5_6_0.1,pragmatic,5,6,0.1,-215.7398786590105
5_6_0.1,explicit,5,6,0.1,-178.51361035795625
5_6_1.5,pragmatic,5,6,1.5,-187.9294637586599
5_6_1.5,explicit,5,6,1.5,-188.936247237278
5_6_2.0,pragmatic,5,6,2.0,-179.55309826361298
5_6_2.0,explicit,5,6,2.0,-203.68135102475446
5_6_2.5,pragmatic,5,6,2.5,-172.1899824033924
5_6_2.5,explicit,5,6,2.5,-224.38910725340628
5_7_0.5,pragmatic,5,7,0.5,-231.29252141680143
5_7_0.5,explicit,5,7,0.5,-177.44245460573657
5_7_0.1,pragmatic,5,7,0.1,-239.85655876238386
5_7_0.1,explicit,5,7,0.1,-178.51361035795625
5_7_1.5,pragmatic,5,7,1.5,-211.58012416502066
5_7_1.5,explicit,5,7,1.5,-188.936247237278
5_7_2.0,pragmatic,5,7,2.0,-202.81389505967934
5_7_2.0,explicit,5,7,2.0,-203.68135102475446
5_7_2.5,pragmatic,5,7,2.5,-194.8297266804895
5_7_2.5,explicit,5,7,2.5,-224.38910725340628
6_1_0.5,pragmatic,6,1,0.5,-153.9420734676187
6_1_0.5,explicit,6,1,0.5,-177.44245460573657
6_1_0.1,pragmatic,6,1,0.1,-157.66134661015676
6_1_0.1,explicit,6,1,0.1,-178.51361035795625
6_1_1.5,pragmatic,6,1,1.5,-155.8955526387964
6_1_1.5,explicit,6,1,1.5,-188.936247237278
6_1_2.0,pragmatic,6,1,2.0,-164.8849126235482
6_1_2.0,explicit,6,1,2.0,-203.68135102475446
6_1_2.5,pragmatic,6,1,2.5,-179.98454144235185
6_1_2.5,explicit,6,1,2.5,-224.38910725340628
6_2_0.5,pragmatic,6,2,0.5,-146.3536769749966
6_2_0.5,explicit,6,2,0.5,-177.44245460573657
6_2_0.1,pragmatic,6,2,0.1,-152.2617930456658
6_2_0.1,explicit,6,2,0.1,-178.51361035795625
6_2_1.5,pragmatic,6,2,1.5,-139.29978435362287
6_2_1.5,explicit,6,2,1.5,-188.936247237278
6_2_2.0,pragmatic,6,2,2.0,-141.81770566755972
6_2_2.0,explicit,6,2,2.0,-203.68135102475446
6_2_2.5,pragmatic,6,2,2.5,-149.63962814221452
6_2_2.5,explicit,6,2,2.5,-224.38910725340628
6_3_0.5,pragmatic,6,3,0.5,-152.60960586400108
6_3_0.5,explicit,6,3,0.5,-177.44245460573657
6_3_0.1,pragmatic,6,3,0.1,-159.90247302094735
6_3_0.1,explicit,6,3,0.1,-178.51361035795625
6_3_1.5,pragmatic,6,3,1.5,-139.2059924138593
6_3_1.5,explicit,6,3,1.5,-188.936247237278
6_3_2.0,pragmatic,6,3,2.0,-136.4197066035899
6_3_2.0,explicit,6,3,2.0,-203.68135102475446
6_3_2.5,pragmatic,6,3,2.5,-137.36799159080667
6_3_2.5,explicit,6,3,2.5,-224.38910725340628
6_4_0.5,pragmatic,6,4,0.5,-168.0516582682017
6_4_0.5,explicit,6,4,0.5,-177.44245460573657
6_4_0.1,pragmatic,6,4,0.1,-176.04894631109937
6_4_0.1,explicit,6,4,0.1,-178.51361035795625
6_4_1.5,pragmatic,6,4,1.5,-151.17367862018276
6_4_1.5,explicit,6,4,1.5,-188.936247237278
6_4_2.0,pragmatic,6,4,2.0,-145.1657633249264
6_4_2.0,explicit,6,4,2.0,-203.68135102475446
6_4_2.5,pragmatic,6,4,2.5,-141.45949684253566
6_4_2.5,explicit,6,4,2.5,-224.38910725340628
6_5_0.5,pragmatic,6,5,0.5,-188.68998110959734
6_5_0.5,explicit,6,5,0.5,-177.44245460573657
6_5_0.1,pragmatic,6,5,0.1,-197.00602482886285
6_5_0.1,explicit,6,5,0.1,-178.51361035795625
6_5_1.5,pragmatic,6,5,1.5,-170.16523122349224
6_5_1.5,explicit,6,5,1.5,-188.936247237278
6_5_2.0,pragmatic,6,5,2.0,-162.53274690667152
6_5_2.0,explicit,6,5,2.0,-203.68135102475446
6_5_2.5,pragmatic,6,5,2.5,-156.320563732064
6_5_2.5,explicit,6,5,2.5,-224.38910725340628
6_6_0.5,pragmatic,6,6,0.5,-212.1737998892926
6_6_0.5,explicit,6,6,0.5,-177.44245460573657
6_6_0.1,pragmatic,6,6,0.1,-220.62767479746992
6_6_0.1,explicit,6,6,0.1,-178.51361035795625
6_6_1.5,pragmatic,6,6,1.5,-192.9100716063672
6_6_1.5,explicit,6,6,1.5,-188.936247237278
6_6_2.0,pragmatic,6,6,2.0,-184.51911279454097
6_6_2.0,explicit,6,6,2.0,-203.68135102475446
6_6_2.5,pragmatic,6,6,2.5,-177.09318203108936
6_6_2.5,explicit,6,6,2.5,-224.38910725340628
6_7_0.5,pragmatic,6,7,0.5,-237.28634762224453
6_7_0.5,explicit,6,7,0.5,-177.44245460573657
6_7_0.1,pragmatic,6,7,0.1,-245.79957574587496
6_7_0.1,explicit,6,7,0.1,-178.51361035795625
6_7_1.5,pragmatic,6,7,1.5,-217.690846237012
6_7_1.5,explicit,6,7,1.5,-188.936247237278
6_7_2.0,pragmatic,6,7,2.0,-208.9491577660344
6_7_2.0,explicit,6,7,2.0,-203.68135102475446
6_7_2.5,pragmatic,6,7,2.5,-200.95131576252265
6_7_2.5,explicit,6,7,2.5,-224.38910725340628
7_1_0.5,pragmatic,7,1,0.5,-153.45008782019897
7_1_0.5,explicit,7,1,0.5,-177.44245460573657
7_1_0.1,pragmatic,7,1,0.1,-157.16789791750375
7_1_0.1,explicit,7,1,0.1,-178.51361035795625
7_1_1.5,pragmatic,7,1,1.5,-155.40490482017833
7_1_1.5,explicit,7,1,1.5,-188.936247237278
7_1_2.0,pragmatic,7,1,2.0,-164.39265993821826
7_1_2.0,explicit,7,1,2.0,-203.68135102475446
7_1_2.5,pragmatic,7,1,2.5,-179.48925259764673
7_1_2.5,explicit,7,1,2.5,-224.38910725340628
7_2_0.5,pragmatic,7,2,0.5,-146.32672445166767
7_2_0.5,explicit,7,2,0.5,-177.44245460573657
7_2_0.1,pragmatic,7,2,0.1,-152.26286579657403
7_2_0.1,explicit,7,2,0.1,-178.51361035795625
7_2_1.5,pragmatic,7,2,1.5,-139.14476003258304
7_2_1.5,explicit,7,2,1.5,-188.936247237278
7_2_2.0,pragmatic,7,2,2.0,-141.56106498411197
7_2_2.0,explicit,7,2,2.0,-203.68135102475446
7_2_2.5,pragmatic,7,2,2.5,-149.26014012772245
7_2_2.5,explicit,7,2,2.5,-224.38910725340628
7_3_0.5,pragmatic,7,3,0.5,-153.7175957236954
7_3_0.5,explicit,7,3,0.5,-177.44245460573657
7_3_0.1,pragmatic,7,3,0.1,-161.0462843587071
7_3_0.1,explicit,7,3,0.1,-178.51361035795625
7_3_1.5,pragmatic,7,3,1.5,-140.13871457119077
7_3_1.5,explicit,7,3,1.5,-188.936247237278
7_3_2.0,pragmatic,7,3,2.0,-137.19823141845583
7_3_2.0,explicit,7,3,2.0,-203.68135102475446
7_3_2.5,pragmatic,7,3,2.5,-137.936811890474
7_3_2.5,explicit,7,3,2.5,-224.38910725340628
7_4_0.5,pragmatic,7,4,0.5,-170.44442562876293
7_4_0.5,explicit,7,4,0.5,-177.44245460573657
7_4_0.1,pragmatic,7,4,0.1,-178.4690973888782
7_4_0.1,explicit,7,4,0.1,-178.51361035795625
7_4_1.5,pragmatic,7,4,1.5,-153.4270704064483
7_4_1.5,explicit,7,4,1.5,-188.936247237278
7_4_2.0,pragmatic,7,4,2.0,-147.29217526379028
7_4_2.0,explicit,7,4,2.0,-203.68135102475446
7_4_2.5,pragmatic,7,4,2.5,-143.40495705335547
7_4_2.5,explicit,7,4,2.5,-224.38910725340628
7_5_0.5,pragmatic,7,5,0.5,-192.28610601804618
7_5_0.5,explicit,7,5,0.5,-177.44245460573657
7_5_0.1,pragmatic,7,5,0.1,-200.62053404054345
7_5_0.1,explicit,7,5,0.1,-178.51361035795625
7_5_1.5,pragmatic,7,5,1.5,-173.66389612410157
7_5_1.5,explicit,7,5,1.5,-188.936247237278
7_5_2.0,pragmatic,7,5,2.0,-165.94348016829912
7_5_2.0,explicit,7,5,2.0,-203.68135102475446
7_5_2.5,pragmatic,7,5,2.5,-159.6081045971012
7_5_2.5,explicit,7,5,2.5,-224.38910725340628
7_6_0.5,pragmatic,7,6,0.5,-216.86723347504372
7_6_0.5,explicit,7,6,0.5,-177.44245460573657
7_6_0.1,pragmatic,7,6,0.1,-225.33343988126933
7_6_0.1,explicit,7,6,0.1,-178.51361035795625
7_6_1.5,pragmatic,7,6,1.5,-197.53259018076847
7_6_1.5,explicit,7,6,1.5,-188.936247237278
7_6_2.0,pragmatic,7,6,2.0,-189.0788256209472
7_6_2.0,explicit,7,6,2.0,-203.68135102475446
7_6_2.5,pragmatic,7,6,2.5,-181.56942248470233
7_6_2.5,explicit,7,6,2.5,-224.38910725340628
7_7_0.5,pragmatic,7,7,0.5,-242.9965886967087
7_7_0.5,explicit,7,7,0.5,-177.44245460573657
7_7_0.1,pragmatic,7,7,0.1,-251.51851769427532
7_7_0.1,explicit,7,7,0.1,-178.51361035795625
7_7_1.5,pragmatic,7,7,1.5,-223.3437868969705
7_7_1.5,explicit,7,7,1.5,-188.936247237278
7_7_2.0,pragmatic,7,7,2.0,-214.55177971567636
7_7_2.0,explicit,7,7,2.0,-203.68135102475446
7_7_2.5,pragmatic,7,7,2.5,-206.4913968588499
7_7_2.5,explicit,7,7,2.5,-224.38910725340628
8_1_0.5,pragmatic,8,1,0.5,-153.0798642823685
8_1_0.5,explicit,8,1,0.5,-177.44245460573657
8_1_0.1,pragmatic,8,1,0.1,-156.7977369588891
8_1_0.1,explicit,8,1,0.1,-178.51361035795625
8_1_1.5,pragmatic,8,1,1.5,-155.03265719169767
8_1_1.5,explicit,8,1,1.5,-188.936247237278
8_1_2.0,pragmatic,8,1,2.0,-164.01804068137184
8_1_2.0,explicit,8,1,2.0,-203.68135102475446
8_1_2.5,pragmatic,8,1,2.5,-179.1115269279663
8_1_2.5,explicit,8,1,2.5,-224.38910725340628
8_2_0.5,pragmatic,8,2,0.5,-146.39624417473289
8_2_0.5,explicit,8,2,0.5,-177.44245460573657
8_2_0.1,pragmatic,8,2,0.1,-152.35920729282714
8_2_0.1,explicit,8,2,0.1,-178.51361035795625
8_2_1.5,pragmatic,8,2,1.5,-139.10031573831907
8_2_1.5,explicit,8,2,1.5,-188.936247237278
8_2_2.0,pragmatic,8,2,2.0,-141.4303927764644
8_2_2.0,explicit,8,2,2.0,-203.68135102475446
8_2_2.5,pragmatic,8,2,2.5,-149.0265369629136
8_2_2.5,explicit,8,2,2.5,-224.38910725340628
8_3_0.5,pragmatic,8,3,0.5,-154.7826607159168
8_3_0.5,explicit,8,3,0.5,-177.44245460573657
8_3_0.1,pragmatic,8,3,0.1,-162.14673480832062
8_3_0.1,explicit,8,3,0.1,-178.51361035795625
8_3_1.5,pragmatic,8,3,1.5,-141.04930414738035
8_3_1.5,explicit,8,3,1.5,-188.936247237278
8_3_2.0,pragmatic,8,3,2.0,-137.9829187521135
8_3_2.0,explicit,8,3,2.0,-203.68135102475446
8_3_2.5,pragmatic,8,3,2.5,-138.5539761743805
8_3_2.5,explicit,8,3,2.5,-224.38910725340628
8_4_0.5,pragmatic,8,4,0.5,-172.62480219994723
8_4_0.5,explicit,8,4,0.5,-177.44245460573657
8_4_0.1,pragmatic,8,4,0.1,-180.68164763309267
8_4_0.1,explicit,8,4,0.1,-178.51361035795625
8_4_1.5,pragmatic,8,4,1.5,-155.47415070537548
8_4_1.5,explicit,8,4,1.5,-188.936247237278
8_4_2.0,pragmatic,8,4,2.0,-149.23523566402196
8_4_2.0,explicit,8,4,2.0,-203.68135102475446
8_4_2.5,pragmatic,8,4,2.5,-145.2088162891202
8_4_2.5,explicit,8,4,2.5,-224.38910725340628
8_5_0.5,pragmatic,8,5,0.5,-195.52176605382428
8_5_0.5,explicit,8,5,0.5,-177.44245460573657
8_5_0.1,pragmatic,8,5,0.1,-203.88601772074446
8_5_0.1,explicit,8,5,0.1,-178.51361035795625
8_5_1.5,pragmatic,8,5,1.5,-176.78578747342317
8_5_1.5,explicit,8,5,1.5,-188.936247237278
8_5_2.0,pragmatic,8,5,2.0,-168.98666116917147
8_5_2.0,explicit,8,5,2.0,-203.68135102475446
8_5_2.5,pragmatic,8,5,2.5,-162.5549130300411
8_5_2.5,explicit,8,5,2.5,-224.38910725340628
8_6_0.5,pragmatic,8,6,0.5,-221.07839905363647
8_6_0.5,explicit,8,6,0.5,-177.44245460573657
8_6_0.1,pragmatic,8,6,0.1,-229.57512005064467
8_6_0.1,explicit,8,6,0.1,-178.51361035795625
8_6_1.5,pragmatic,8,6,1.5,-201.63426423286418
8_6_1.5,explicit,8,6,1.5,-188.936247237278
8_6_2.0,pragmatic,8,6,2.0,-193.1132860458811
8_6_2.0,explicit,8,6,2.0,-203.68135102475446
8_6_2.5,pragmatic,8,6,2.5,-185.53149153994173
8_6_2.5,explicit,8,6,2.5,-224.38910725340628
8_7_0.5,pragmatic,8,7,0.5,-248.1182332143975
8_7_0.5,explicit,8,7,0.5,-177.44245460573657
8_7_0.1,pragmatic,8,7,0.1,-256.6735781058345
8_7_0.1,explicit,8,7,0.1,-178.51361035795625
8_7_1.5,pragmatic,8,7,1.5,-228.34911043725333
8_7_1.5,explicit,8,7,1.5,-188.936247237278
8_7_2.0,pragmatic,8,7,2.0,-219.49084390877306
8_7_2.0,explicit,8,7,2.0,-203.68135102475446
8_7_2.5,pragmatic,8,7,2.5,-211.36624747962105
8_7_2.5,explicit,8,7,2.5,-224.38910725340628
9_1_0.5,pragmatic,9,1,0.5,-152.79449405064742
9_1_0.5,explicit,9,1,0.5,-177.44245460573657
9_1_0.1,pragmatic,9,1,0.1,-156.51286350048352
9_1_0.1,explicit,9,1,0.1,-178.51361035795625
9_1_1.5,pragmatic,9,1,1.5,-154.74474695953683
9_1_1.5,explicit,9,1,1.5,-188.936247237278
9_1_2.0,pragmatic,9,1,2.0,-163.7279795821309
9_1_2.0,explicit,9,1,2.0,-203.68135102475446
9_1_2.5,pragmatic,9,1,2.5,-178.8188051383688
9_1_2.5,explicit,9,1,2.5,-224.38910725340628
9_2_0.5,pragmatic,9,2,0.5,-146.50964412577605
9_2_0.5,explicit,9,2,0.5,-177.44245460573657
9_2_0.1,pragmatic,9,2,0.1,-152.495550214946
9_2_0.1,explicit,9,2,0.1,-178.51361035795625
9_2_1.5,pragmatic,9,2,1.5,-139.11915684532173
9_2_1.5,explicit,9,2,1.5,-188.936247237278
9_2_2.0,pragmatic,9,2,2.0,-141.37857396181755
9_2_2.0,explicit,9,2,2.0,-203.68135102475446
9_2_2.5,pragmatic,9,2,2.5,-148.88988540497382
9_2_2.5,explicit,9,2,2.5,-224.38910725340628
9_3_0.5,pragmatic,9,3,0.5,-155.76000490051499
9_3_0.5,explicit,9,3,0.5,-177.44245460573657
9_3_0.1,pragmatic,9,3,0.1,-163.15411564165277
9_3_0.1,explicit,9,3,0.1,-178.51361035795625
9_3_1.5,pragmatic,9,3,1.5,-141.90230890876225
9_3_1.5,explicit,9,3,1.5,-188.936247237278
9_3_2.0,pragmatic,9,3,2.0,-138.7375128264163
9_3_2.0,explicit,9,3,2.0,-203.68135102475446
9_3_2.5,pragmatic,9,3,2.5,-139.1772985984756
9_3_2.5,explicit,9,3,2.5,-224.38910725340628
9_4_0.5,pragmatic,9,4,0.5,-174.5659234016737
9_4_0.5,explicit,9,4,0.5,-177.44245460573657
9_4_0.1,pragmatic,9,4,0.1,-182.65147743274554
9_4_0.1,explicit,9,4,0.1,-178.51361035795625
9_4_1.5,pragmatic,9,4,1.5,-157.3070000485576
9_4_1.5,explicit,9,4,1.5,-188.936247237278
9_4_2.0,pragmatic,9,4,2.0,-150.9898285443665
9_4_2.0,explicit,9,4,2.0,-203.68135102475446
9_4_2.5,pragmatic,9,4,2.5,-146.86101117863905
9_4_2.5,explicit,9,4,2.5,-224.38910725340628
9_5_0.5,pragmatic,9,5,0.5,-198.38304084842446
9_5_0.5,explicit,9,5,0.5,-177.44245460573657
9_5_0.1,pragmatic,9,5,0.1,-206.77640414810963
9_5_0.1,explicit,9,5,0.1,-178.51361035795625
9_5_1.5,pragmatic,9,5,1.5,-179.548708598825
9_5_1.5,explicit,9,5,1.5,-188.936247237278
