configuration,answererType,alpha_q,alpha_a,beta,likelihood
6_4_2.0,pragmatic,6,4,2.0,-106.76296253130421
6_4_2.0,explicit,6,4,2.0,-235.68135102475446
6_4_2.5,pragmatic,6,4,2.5,-111.59326248045465
6_4_2.5,explicit,6,4,2.5,-264.3891072534063
6_5_0.5,pragmatic,6,5,0.5,-106.69246036943592
6_5_0.5,explicit,6,5,0.5,-185.44245460573657
6_5_0.1,pragmatic,6,5,0.1,-108.58992706192466
6_5_0.1,explicit,6,5,0.1,-180.1136103579562
6_5_1.5,pragmatic,6,5,1.5,-104.45949829214467
6_5_1.5,explicit,6,5,1.5,-212.936247237278
6_5_2.0,pragmatic,6,5,2.0,-105.2044803473114
6_5_2.0,explicit,6,5,2.0,-235.68135102475446
6_5_2.5,pragmatic,6,5,2.5,-107.56427436512385
6_5_2.5,explicit,6,5,2.5,-264.3891072534063
6_6_0.5,pragmatic,6,6,0.5,-111.39012818104581
6_6_0.5,explicit,6,6,0.5,-185.44245460573657
6_6_0.1,pragmatic,6,6,0.1,-113.4693821679298
6_6_0.1,explicit,6,6,0.1,-180.1136103579562
6_6_1.5,pragmatic,6,6,1.5,-108.28449035946463
6_6_1.5,explicit,6,6,1.5,-212.936247237278
6_6_2.0,pragmatic,6,6,2.0,-108.21122986475135
6_6_2.0,explicit,6,6,2.0,-235.68135102475446
6_6_2.5,pragmatic,6,6,2.5,-109.32159948772892
6_6_2.5,explicit,6,6,2.5,-264.3891072534063
6_7_0.5,pragmatic,6,7,0.5,-117.8092679559052
6_7_0.5,explicit,6,7,0.5,-185.44245460573657
6_7_0.1,pragmatic,6,7,0.1,-119.993445969202
6_7_0.1,explicit,6,7,0.1,-180.1136103579562
6_7_1.5,pragmatic,6,7,1.5,-114.22410926254634
6_7_1.5,explicit,6,7,1.5,-212.936247237278
6_7_2.0,pragmatic,6,7,2.0,-113.7230811562523
6_7_2.0,explicit,6,7,2.0,-235.68135102475446
6_7_2.5,pragmatic,6,7,2.5,-114.19723412825003
6_7_2.5,explicit,6,7,2.5,-264.3891072534063
7_1_0.5,pragmatic,7,1,0.5,-144.41146513387793
7_1_0.5,explicit,7,1,0.5,-185.44245460573657
7_1_0.1,pragmatic,7,1,0.1,-141.717193978677
7_1_0.1,explicit,7,1,0.1,-180.1136103579562
7_1_1.5,pragmatic,7,1,1.5,-162.39356923526694
7_1_1.5,explicit,7,1,1.5,-212.936247237278
7_1_2.0,pragmatic,7,1,2.0,-179.38325577119588
7_1_2.0,explicit,7,1,2.0,-235.68135102475446
7_1_2.5,pragmatic,7,1,2.5,-202.4694366578062
7_1_2.5,explicit,7,1,2.5,-264.3891072534063
7_2_0.5,pragmatic,7,2,0.5,-119.52902184209844
7_2_0.5,explicit,7,2,0.5,-185.44245460573657
7_2_0.1,pragmatic,7,2,0.1,-119.00324861749804
7_2_0.1,explicit,7,2,0.1,-180.1136103579562
7_2_1.5,pragmatic,7,2,1.5,-128.58744563100265
7_2_1.5,explicit,7,2,1.5,-212.936247237278
7_2_2.0,pragmatic,7,2,2.0,-139.14980010525588
7_2_2.0,explicit,7,2,2.0,-235.68135102475446
7_2_2.5,pragmatic,7,2,2.5,-154.97728111807368
7_2_2.5,explicit,7,2,2.5,-264.3891072534063
7_3_0.5,pragmatic,7,3,0.5,-108.34766257038706
7_3_0.5,explicit,7,3,0.5,-185.44245460573657
7_3_0.1,pragmatic,7,3,0.1,-109.18175845001895
7_3_0.1,explicit,7,3,0.1,-180.1136103579562
7_3_1.5,pragmatic,7,3,1.5,-111.21315846189717
7_3_1.5,explicit,7,3,1.5,-212.936247237278
7_3_2.0,pragmatic,7,3,2.0,-116.61881300571082
7_3_2.0,explicit,7,3,2.0,-235.68135102475446
7_3_2.5,pragmatic,7,3,2.5,-125.75002698363957
7_3_2.5,explicit,7,3,2.5,-264.3891072534063
7_4_0.5,pragmatic,7,4,0.5,-106.03334478722637
7_4_0.5,explicit,7,4,0.5,-185.44245460573657
7_4_0.1,pragmatic,7,4,0.1,-107.56800703852383
7_4_0.1,explicit,7,4,0.1,-180.1136103579562
7_4_1.5,pragmatic,7,4,1.5,-105.51320282645695
7_4_1.5,explicit,7,4,1.5,-212.936247237278
7_4_2.0,pragmatic,7,4,2.0,-107.82786612221742
7_4_2.0,explicit,7,4,2.0,-235.68135102475446
7_4_2.5,pragmatic,7,4,2.5,-112.5206896479398
7_4_2.5,explicit,7,4,2.5,-264.3891072534063
7_5_0.5,pragmatic,7,5,0.5,-108.72243018904099
7_5_0.5,explicit,7,5,0.5,-185.44245460573657
7_5_0.1,pragmatic,7,5,0.1,-110.59235170895421
7_5_0.1,explicit,7,5,0.1,-180.1136103579562
7_5_1.5,pragmatic,7,5,1.5,-106.54559854831886
7_5_1.5,explicit,7,5,1.5,-212.936247237278
7_5_2.0,pragmatic,7,5,2.0,-107.28253288928343
7_5_2.0,explicit,7,5,2.0,-235.68135102475446
7_5_2.5,pragmatic,7,5,2.5,-109.58374273337391
7_5_2.5,explicit,7,5,2.5,-264.3891072534063
7_6_0.5,pragmatic,7,6,0.5,-114.21310465843875
7_6_0.5,explicit,7,6,0.5,-185.44245460573657
7_6_0.1,pragmatic,7,6,0.1,-116.24797810645622
7_6_0.1,explicit,7,6,0.1,-180.1136103579562
7_6_1.5,pragmatic,7,6,1.5,-111.2289011478371
7_6_1.5,explicit,7,6,1.5,-212.936247237278
7_6_2.0,pragmatic,7,6,2.0,-111.19569923017615
7_6_2.0,explicit,7,6,2.0,-235.68135102475446
7_6_2.5,pragmatic,7,6,2.5,-112.30937254422115
7_6_2.5,explicit,7,6,2.5,-264.3891072534063
7_7_0.5,pragmatic,7,7,0.5,-121.36321297117664
7_7_0.5,explicit,7,7,0.5,-185.44245460573657
7_7_0.1,pragmatic,7,7,0.1,-123.48947140685787
7_7_0.1,explicit,7,7,0.1,-180.1136103579562
7_7_1.5,pragmatic,7,7,1.5,-117.94969980987514
7_7_1.5,explicit,7,7,1.5,-212.936247237278
7_7_2.0,pragmatic,7,7,2.0,-117.52373728638246
7_7_2.0,explicit,7,7,2.0,-235.68135102475446
7_7_2.5,pragmatic,7,7,2.5,-118.04482133495065
7_7_2.5,explicit,7,7,2.5,-264.3891072534063
8_1_0.5,pragmatic,8,1,0.5,-143.89044143805586
8_1_0.5,explicit,8,1,0.5,-185.44245460573657
8_1_0.1,pragmatic,8,1,0.1,-141.197341896767
8_1_0.1,explicit,8,1,0.1,-180.1136103579562
8_1_1.5,pragmatic,8,1,1.5,-161.86079263214512
8_1_1.5,explicit,8,1,1.5,-212.936247237278
8_1_2.0,pragmatic,8,1,2.0,-178.83773758555157
8_1_2.0,explicit,8,1,2.0,-235.68135102475446
8_1_2.5,pragmatic,8,1,2.5,-201.90726782055143
8_1_2.5,explicit,8,1,2.5,-264.3891072534063
8_2_0.5,pragmatic,8,2,0.5,-119.26203186303658
8_2_0.5,explicit,8,2,0.5,-185.44245460573657
8_2_0.1,pragmatic,8,2,0.1,-118.75163849188
8_2_0.1,explicit,8,2,0.1,-180.1136103579562
8_2_1.5,pragmatic,8,2,1.5,-128.23475634517456
8_2_1.5,explicit,8,2,1.5,-212.936247237278
8_2_2.0,pragmatic,8,2,2.0,-138.71591645432093
8_2_2.0,explicit,8,2,2.0,-235.68135102475446
8_2_2.5,pragmatic,8,2,2.5,-154.43328522988298
8_2_2.5,explicit,8,2,2.5,-264.3891072534063
8_3_0.5,pragmatic,8,3,0.5,-108.82734700136768
8_3_0.5,explicit,8,3,0.5,-185.44245460573657
8_3_0.1,pragmatic,8,3,0.1,-109.67103968176406
8_3_0.1,explicit,8,3,0.1,-180.1136103579562
8_3_1.5,pragmatic,8,3,1.5,-111.61696171839918
8_3_1.5,explicit,8,3,1.5,-212.936247237278
8_3_2.0,pragmatic,8,3,2.0,-116.93188260872464
8_3_2.0,explicit,8,3,2.0,-235.68135102475446
8_3_2.5,pragmatic,8,3,2.5,-125.91795953603109
8_3_2.5,explicit,8,3,2.5,-264.3891072534063
8_4_0.5,pragmatic,8,4,0.5,-107.3700096160626
8_4_0.5,explicit,8,4,0.5,-185.44245460573657
8_4_0.1,pragmatic,8,4,0.1,-108.89858147218436
8_4_0.1,explicit,8,4,0.1,-180.1136103579562
8_4_1.5,pragmatic,8,4,1.5,-106.83686549949869
8_4_1.5,explicit,8,4,1.5,-212.936247237278
8_4_2.0,pragmatic,8,4,2.0,-109.1063538297953
8_4_2.0,explicit,8,4,2.0,-235.68135102475446
8_4_2.5,pragmatic,8,4,2.5,-113.70619442707498
8_4_2.5,explicit,8,4,2.5,-264.3891072534063
8_5_0.5,pragmatic,8,5,0.5,-110.87249867062825
8_5_0.5,explicit,8,5,0.5,-185.44245460573657
8_5_0.1,pragmatic,8,5,0.1,-112.72199851463849
8_5_0.1,explicit,8,5,0.1,-180.1136103579562
8_5_1.5,pragmatic,8,5,1.5,-108.74139293136835
8_5_1.5,explicit,8,5,1.5,-212.936247237278
8_5_2.0,pragmatic,8,5,2.0,-109.47941927425607
8_5_2.0,explicit,8,5,2.0,-235.68135102475446
8_5_2.5,pragmatic,8,5,2.5,-111.74965765839816
8_5_2.5,explicit,8,5,2.5,-264.3891072534063
8_6_0.5,pragmatic,8,6,0.5,-117.11032768606326
8_6_0.5,explicit,8,6,0.5,-185.44245460573657
8_6_0.1,pragmatic,8,6,0.1,-119.11383532534676
8_6_0.1,explicit,8,6,0.1,-180.1136103579562
8_6_1.5,pragmatic,8,6,1.5,-114.21446302137296
8_6_1.5,explicit,8,6,1.5,-212.936247237278
8_6_2.0,pragmatic,8,6,2.0,-114.21449910451356
8_6_2.0,explicit,8,6,2.0,-235.68135102475446
8_6_2.5,pragmatic,8,6,2.5,-115.34012648678502
8_6_2.5,explicit,8,6,2.5,-264.3891072534063
8_7_0.5,pragmatic,8,7,0.5,-124.95041382862107
8_7_0.5,explicit,8,7,0.5,-185.44245460573657
8_7_0.1,pragmatic,8,7,0.1,-127.03708870420643
8_7_0.1,explicit,8,7,0.1,-180.1136103579562
8_7_1.5,pragmatic,8,7,1.5,-121.6552619651564
8_7_1.5,explicit,8,7,1.5,-212.936247237278
8_7_2.0,pragmatic,8,7,2.0,-121.28342484196124
8_7_2.0,explicit,8,7,2.0,-235.68135102475446
8_7_2.5,pragmatic,8,7,2.5,-121.84291333887309
8_7_2.5,explicit,8,7,2.5,-264.3891072534063
9_1_0.5,pragmatic,9,1,0.5,-143.51745100620477
9_1_0.5,explicit,9,1,0.5,-185.44245460573657
9_1_0.1,pragmatic,9,1,0.1,-140.82510442901088
9_1_0.1,explicit,9,1,0.1,-180.1136103579562
9_1_1.5,pragmatic,9,1,1.5,-161.47883964885443
9_1_1.5,explicit,9,1,1.5,-212.936247237278
9_1_2.0,pragmatic,9,1,2.0,-178.44564954155766
9_1_2.0,explicit,9,1,2.0,-235.68135102475446
9_1_2.5,pragmatic,9,1,2.5,-201.50170841884162
9_1_2.5,explicit,9,1,2.5,-264.3891072534063
9_2_0.5,pragmatic,9,2,0.5,-119.1723329803844
9_2_0.5,explicit,9,2,0.5,-185.44245460573657
9_2_0.1,pragmatic,9,2,0.1,-118.67375157445423
9_2_0.1,explicit,9,2,0.1,-180.1136103579562
9_2_1.5,pragmatic,9,2,1.5,-128.07819312684288
9_2_1.5,explicit,9,2,1.5,-212.936247237278
9_2_2.0,pragmatic,9,2,2.0,-138.49476986051945
9_2_2.0,explicit,9,2,2.0,-235.68135102475446
9_2_2.5,pragmatic,9,2,2.5,-154.12300634348924
9_2_2.5,explicit,9,2,2.5,-264.3891072534063
9_3_0.5,pragmatic,9,3,0.5,-109.4301932013645
9_3_0.5,explicit,9,3,0.5,-185.44245460573657
9_3_0.1,pragmatic,9,3,0.1,-110.28024121370088
9_3_0.1,explicit,9,3,0.1,-180.1136103579562
9_3_1.5,pragmatic,9,3,1.5,-112.16608578346508
9_3_1.5,explicit,9,3,1.5,-212.936247237278
9_3_2.0,pragmatic,9,3,2.0,-117.41419046892118
9_3_2.0,explicit,9,3,2.0,-235.68135102475446
9_3_2.5,pragmatic,9,3,2.5,-126.29033756048374
9_3_2.5,explicit,9,3,2.5,-264.3891072534063
9_4_0.5,pragmatic,9,4,0.5,-108.75210227334719
9_4_0.5,explicit,9,4,0.5,-185.44245460573657
9_4_0.1,pragmatic,9,4,0.1,-110.27470319039125
9_4_0.1,explicit,9,4,0.1,-180.1136103579562
9_4_1.5,pragmatic,9,4,1.5,-108.21663020538158
9_4_1.5,explicit,9,4,1.5,-212.936247237278
9_4_2.0,pragmatic,9,4,2.0,-110.4589409586435
9_4_2.0,explicit,9,4,2.0,-235.68135102475446
9_4_2.5,pragmatic,9,4,2.5,-114.99755680429992
9_4_2.5,explicit,9,4,2.5,-264.3891072534063
9_5_0.5,pragmatic,9,5,0.5,-112.99287462426224
9_5_0.5,explicit,9,5,0.5,-185.44245460573657
9_5_0.1,pragmatic,9,5,0.1,-114.8262253440132
9_5_0.1,explicit,9,5,0.1,-180.1136103579562
9_5_1.5,pragmatic,9,5,1.5,-110.9022118466688
9_5_1.5,explicit,9,5,1.5,-212.936247237278
