configuration,questionerType,alpha_q,alpha_a,beta,likelihood
4_2_2.5,pragmatic,4,2,2.5,-148.1216703991147
4_2_2.5,explicit,4,2,2.5,-150.40158596906858
4_3_0.5,pragmatic,4,3,0.5,-146.2698715026063
4_3_0.5,explicit,4,3,0.5,-151.23498242140974
4_3_0.1,pragmatic,4,3,0.1,-146.30071164203048
4_3_0.1,explicit,4,3,0.1,-151.38712214406632
4_3_1.5,pragmatic,4,3,1.5,-146.25008675267213
4_3_1.5,explicit,4,3,1.5,-150.78301450553792
4_3_2.0,pragmatic,4,3,2.0,-146.33538251249385
4_3_2.0,explicit,4,3,2.0,-150.57158895050216
4_3_2.5,pragmatic,4,3,2.5,-146.53830340975838
4_3_2.5,explicit,4,3,2.5,-150.40158596906858
4_4_0.5,pragmatic,4,4,0.5,-145.4711742854774
4_4_0.5,explicit,4,4,0.5,-151.23498242140974
4_4_0.1,pragmatic,4,4,0.1,-145.51687316961613
4_4_0.1,explicit,4,4,0.1,-151.38712214406632
4_4_1.5,pragmatic,4,4,1.5,-145.35834241299452
4_4_1.5,explicit,4,4,1.5,-150.78301450553792
4_4_2.0,pragmatic,4,4,2.0,-145.345109325076
4_4_2.0,explicit,4,4,2.0,-150.57158895050216
4_4_2.5,pragmatic,4,4,2.5,-145.40680723604106
4_4_2.5,explicit,4,4,2.5,-150.40158596906858
4_5_0.5,pragmatic,4,5,0.5,-145.04888596054164
4_5_0.5,explicit,4,5,0.5,-151.23498242140974
4_5_0.1,pragmatic,4,5,0.1,-145.09852079839433
4_5_0.1,explicit,4,5,0.1,-151.38712214406632
4_5_1.5,pragmatic,4,5,1.5,-144.89785987682566
4_5_1.5,explicit,4,5,1.5,-150.78301450553792
4_5_2.0,pragmatic,4,5,2.0,-144.82966221728782
4_5_2.0,explicit,4,5,2.0,-150.57158895050216
4_5_2.5,pragmatic,4,5,2.5,-144.79294972843292
4_5_2.5,explicit,4,5,2.5,-150.40158596906858
4_6_0.5,pragmatic,4,6,0.5,-144.8300298613965
4_6_0.5,explicit,4,6,0.5,-151.23498242140974
4_6_0.1,pragmatic,4,6,0.1,-144.87760627517724
4_6_0.1,explicit,4,6,0.1,-151.38712214406632
4_6_1.5,pragmatic,4,6,1.5,-144.67877251231585
4_6_1.5,explicit,4,6,1.5,-150.78301450553792
4_6_2.0,pragmatic,4,6,2.0,-144.5955259210295
4_6_2.0,explicit,4,6,2.0,-150.57158895050216
4_6_2.5,pragmatic,4,6,2.5,-144.5170646380107
4_6_2.5,explicit,4,6,2.5,-150.40158596906858
4_7_0.5,pragmatic,4,7,0.5,-144.71501441894844
4_7_0.5,explicit,4,7,0.5,-151.23498242140974
4_7_0.1,pragmatic,4,7,0.1,-144.75890012642495
4_7_0.1,explicit,4,7,0.1,-151.38712214406632
4_7_1.5,pragmatic,4,7,1.5,-144.58003046165476
4_7_1.5,explicit,4,7,1.5,-150.78301450553792
4_7_2.0,pragmatic,4,7,2.0,-144.50450157927165
4_7_2.0,explicit,4,7,2.0,-150.57158895050216
4_7_2.5,pragmatic,4,7,2.5,-144.42328067393174
4_7_2.5,explicit,4,7,2.5,-150.40158596906858
5_1_0.5,pragmatic,5,1,0.5,-146.87346839498537
5_1_0.5,explicit,5,1,0.5,-149.0569649175557
5_1_0.1,pragmatic,5,1,0.1,-146.80226779518787
5_1_0.1,explicit,5,1,0.1,-149.10381825089183
5_1_1.5,pragmatic,5,1,1.5,-147.2231954014379
5_1_1.5,explicit,5,1,1.5,-148.96785618870445
5_1_2.0,pragmatic,5,1,2.0,-147.5046102069783
5_1_2.0,explicit,5,1,2.0,-148.9606406968218
5_1_2.5,pragmatic,5,1,2.5,-147.83077914813336
5_1_2.5,explicit,5,1,2.5,-148.9778427770879
5_2_0.5,pragmatic,5,2,0.5,-144.8026445709889
5_2_0.5,explicit,5,2,0.5,-149.0569649175557
5_2_0.1,pragmatic,5,2,0.1,-144.73078145728562
5_2_0.1,explicit,5,2,0.1,-149.10381825089183
5_2_1.5,pragmatic,5,2,1.5,-145.17954095735055
5_2_1.5,explicit,5,2,1.5,-148.96785618870445
5_2_2.0,pragmatic,5,2,2.0,-145.52672184775156
5_2_2.0,explicit,5,2,2.0,-148.9606406968218
5_2_2.5,pragmatic,5,2,2.5,-145.9963963341056
5_2_2.5,explicit,5,2,2.5,-148.9778427770879
5_3_0.5,pragmatic,5,3,0.5,-143.596702412519
5_3_0.5,explicit,5,3,0.5,-149.0569649175557
5_3_0.1,pragmatic,5,3,0.1,-143.55879298610884
5_3_0.1,explicit,5,3,0.1,-149.10381825089183
5_3_1.5,pragmatic,5,3,1.5,-143.80014446964725
5_3_1.5,explicit,5,3,1.5,-148.96785618870445
5_3_2.0,pragmatic,5,3,2.0,-144.0005133629255
5_3_2.0,explicit,5,3,2.0,-148.9606406968218
5_3_2.5,pragmatic,5,3,2.5,-144.3051769175573
5_3_2.5,explicit,5,3,2.5,-148.9778427770879
5_4_0.5,pragmatic,5,4,0.5,-143.06091215414517
5_4_0.5,explicit,5,4,0.5,-149.0569649175557
5_4_0.1,pragmatic,5,4,0.1,-143.0363622443458
5_4_0.1,explicit,5,4,0.1,-149.10381825089183
5_4_1.5,pragmatic,5,4,1.5,-143.17633353372364
5_4_1.5,explicit,5,4,1.5,-148.96785618870445
5_4_2.0,pragmatic,5,4,2.0,-143.27437700918912
5_4_2.0,explicit,5,4,2.0,-148.9606406968218
5_4_2.5,pragmatic,5,4,2.5,-143.4129914964923
5_4_2.5,explicit,5,4,2.5,-148.9778427770879
5_5_0.5,pragmatic,5,5,0.5,-142.8356628644543
5_5_0.5,explicit,5,5,0.5,-149.0569649175557
5_5_0.1,pragmatic,5,5,0.1,-142.81184168228555
5_5_0.1,explicit,5,5,0.1,-149.10381825089183
5_5_1.5,pragmatic,5,5,1.5,-142.93481194673183
5_5_1.5,explicit,5,5,1.5,-148.96785618870445
5_5_2.0,pragmatic,5,5,2.0,-143.00289881661985
5_5_2.0,explicit,5,5,2.0,-148.9606406968218
5_5_2.5,pragmatic,5,5,2.5,-143.07817440516766
5_5_2.5,explicit,5,5,2.5,-148.9778427770879
5_6_0.5,pragmatic,5,6,0.5,-142.742094716808
5_6_0.5,explicit,5,6,0.5,-149.0569649175557
5_6_0.1,pragmatic,5,6,0.1,-142.71573284523285
5_6_0.1,explicit,5,6,0.1,-149.10381825089183
5_6_1.5,pragmatic,5,6,1.5,-142.84936647764147
5_6_1.5,explicit,5,6,1.5,-148.96785618870445
5_6_2.0,pragmatic,5,6,2.0,-142.91907830326318
5_6_2.0,explicit,5,6,2.0,-148.9606406968218
5_6_2.5,pragmatic,5,6,2.5,-142.98712189967782
5_6_2.5,explicit,5,6,2.5,-148.9778427770879
5_7_0.5,pragmatic,5,7,0.5,-142.7050942306113
5_7_0.5,explicit,5,7,0.5,-149.0569649175557
5_7_0.1,pragmatic,5,7,0.1,-142.67668170709877
5_7_0.1,explicit,5,7,0.1,-149.10381825089183
5_7_1.5,pragmatic,5,7,1.5,-142.82230304154325
5_7_1.5,explicit,5,7,1.5,-148.96785618870445
5_7_2.0,pragmatic,5,7,2.0,-142.90084158243903
5_7_2.0,explicit,5,7,2.0,-148.9606406968218
5_7_2.5,pragmatic,5,7,2.5,-142.98064378846342
5_7_2.5,explicit,5,7,2.5,-148.9778427770879
6_1_0.5,pragmatic,6,1,0.5,-146.24771076985752
6_1_0.5,explicit,6,1,0.5,-148.5947746250171
6_1_0.1,pragmatic,6,1,0.1,-146.08124696215395
6_1_0.1,explicit,6,1,0.1,-148.5305221232469
6_1_1.5,pragmatic,6,1,1.5,-146.92791766339909
6_1_1.5,explicit,6,1,1.5,-148.8686037265136
6_1_2.0,pragmatic,6,1,2.0,-147.4025255023987
6_1_2.0,explicit,6,1,2.0,-149.05266815775786
6_1_2.5,pragmatic,6,1,2.5,-147.91562841315812
6_1_2.5,explicit,6,1,2.5,-149.23729547289608
6_2_0.5,pragmatic,6,2,0.5,-144.43380153886795
6_2_0.5,explicit,6,2,0.5,-148.5947746250171
6_2_0.1,pragmatic,6,2,0.1,-144.3118281745217
6_2_0.1,explicit,6,2,0.1,-148.5305221232469
6_2_1.5,pragmatic,6,2,1.5,-144.96165596956163
6_2_1.5,explicit,6,2,1.5,-148.8686037265136
6_2_2.0,pragmatic,6,2,2.0,-145.38652048256367
6_2_2.0,explicit,6,2,2.0,-149.05266815775786
6_2_2.5,pragmatic,6,2,2.5,-145.9371758171976
6_2_2.5,explicit,6,2,2.5,-149.23729547289608
6_3_0.5,pragmatic,6,3,0.5,-143.83537321576168
6_3_0.5,explicit,6,3,0.5,-148.5947746250171
6_3_0.1,pragmatic,6,3,0.1,-143.75715823626706
6_3_0.1,explicit,6,3,0.1,-148.5305221232469
6_3_1.5,pragmatic,6,3,1.5,-144.12613239340354
6_3_1.5,explicit,6,3,1.5,-148.8686037265136
6_3_2.0,pragmatic,6,3,2.0,-144.32663941614092
6_3_2.0,explicit,6,3,2.0,-149.05266815775786
6_3_2.5,pragmatic,6,3,2.5,-144.58262208174006
6_3_2.5,explicit,6,3,2.5,-149.23729547289608
6_4_0.5,pragmatic,6,4,0.5,-143.83362586253426
6_4_0.5,explicit,6,4,0.5,-148.5947746250171
6_4_0.1,pragmatic,6,4,0.1,-143.75973255502208
6_4_0.1,explicit,6,4,0.1,-148.5305221232469
6_4_1.5,pragmatic,6,4,1.5,-144.08029916460183
6_4_1.5,explicit,6,4,1.5,-148.8686037265136
6_4_2.0,pragmatic,6,4,2.0,-144.2117813511991
6_4_2.0,explicit,6,4,2.0,-149.05266815775786
6_4_2.5,pragmatic,6,4,2.5,-144.3272327680594
6_4_2.5,explicit,6,4,2.5,-149.23729547289608
6_5_0.5,pragmatic,6,5,0.5,-143.96669940438497
6_5_0.5,explicit,6,5,0.5,-148.5947746250171
6_5_0.1,pragmatic,6,5,0.1,-143.88823847541698
6_5_0.1,explicit,6,5,0.1,-148.5305221232469
6_5_1.5,pragmatic,6,5,1.5,-144.23196193967257
6_5_1.5,explicit,6,5,1.5,-148.8686037265136
6_5_2.0,pragmatic,6,5,2.0,-144.37568424699182
6_5_2.0,explicit,6,5,2.0,-149.05266815775786
6_5_2.5,pragmatic,6,5,2.5,-144.49517910196641
6_5_2.5,explicit,6,5,2.5,-149.23729547289608
6_6_0.5,pragmatic,6,6,0.5,-144.1037024025424
6_6_0.5,explicit,6,6,0.5,-148.5947746250171
6_6_0.1,pragmatic,6,6,0.1,-144.02311658358215
6_6_0.1,explicit,6,6,0.1,-148.5305221232469
6_6_1.5,pragmatic,6,6,1.5,-144.38195516402328
6_6_1.5,explicit,6,6,1.5,-148.8686037265136
6_6_2.0,pragmatic,6,6,2.0,-144.54425505570222
6_6_2.0,explicit,6,6,2.0,-149.05266815775786
6_6_2.5,pragmatic,6,6,2.5,-144.69755520594117
6_6_2.5,explicit,6,6,2.5,-149.23729547289608
6_7_0.5,pragmatic,6,7,0.5,-144.2197648679372
6_7_0.5,explicit,6,7,0.5,-148.5947746250171
6_7_0.1,pragmatic,6,7,0.1,-144.1406061541442
6_7_0.1,explicit,6,7,0.1,-148.5305221232469
6_7_1.5,pragmatic,6,7,1.5,-144.49268046076028
6_7_1.5,explicit,6,7,1.5,-148.8686037265136
6_7_2.0,pragmatic,6,7,2.0,-144.658335801846
6_7_2.0,explicit,6,7,2.0,-149.05266815775786
6_7_2.5,pragmatic,6,7,2.5,-144.8313899612095
6_7_2.5,explicit,6,7,2.5,-149.23729547289608
7_1_0.5,pragmatic,7,1,0.5,-146.98937624773214
7_1_0.5,explicit,7,1,0.5,-149.2670577730861
7_1_0.1,pragmatic,7,1,0.1,-146.76667274313743
7_1_0.1,explicit,7,1,0.1,-149.11429861785214
7_1_1.5,pragmatic,7,1,1.5,-147.85108837761595
7_1_1.5,explicit,7,1,1.5,-149.81029501117354
7_1_2.0,pragmatic,7,1,2.0,-148.42379635105524
7_1_2.0,explicit,7,1,2.0,-150.12336992215862
7_1_2.5,pragmatic,7,1,2.5,-149.02817700089423
7_1_2.5,explicit,7,1,2.5,-150.4128444183223
7_2_0.5,pragmatic,7,2,0.5,-145.77635048069837
7_2_0.5,explicit,7,2,0.5,-149.2670577730861
7_2_0.1,pragmatic,7,2,0.1,-145.64783425799098
7_2_0.1,explicit,7,2,0.1,-149.11429861785214
7_2_1.5,pragmatic,7,2,1.5,-146.27916199759278
7_2_1.5,explicit,7,2,1.5,-149.81029501117354
7_2_2.0,pragmatic,7,2,2.0,-146.65661934080805
7_2_2.0,explicit,7,2,2.0,-150.12336992215862
7_2_2.5,pragmatic,7,2,2.5,-147.14754415895555
7_2_2.5,explicit,7,2,2.5,-150.4128444183223
7_3_0.5,pragmatic,7,3,0.5,-146.04867243701275
7_3_0.5,explicit,7,3,0.5,-149.2670577730861
7_3_0.1,pragmatic,7,3,0.1,-145.962594900525
7_3_0.1,explicit,7,3,0.1,-149.11429861785214
7_3_1.5,pragmatic,7,3,1.5,-146.30027855217853
7_3_1.5,explicit,7,3,1.5,-149.81029501117354
7_3_2.0,pragmatic,7,3,2.0,-146.4095457300307
7_3_2.0,explicit,7,3,2.0,-150.12336992215862
7_3_2.5,pragmatic,7,3,2.5,-146.50207803526104
7_3_2.5,explicit,7,3,2.5,-150.4128444183223
7_4_0.5,pragmatic,7,4,0.5,-146.6939257159539
7_4_0.5,explicit,7,4,0.5,-149.2670577730861
7_4_0.1,pragmatic,7,4,0.1,-146.5983843148454
7_4_0.1,explicit,7,4,0.1,-149.11429861785214
7_4_1.5,pragmatic,7,4,1.5,-146.97697698182114
7_4_1.5,explicit,7,4,1.5,-149.81029501117354
7_4_2.0,pragmatic,7,4,2.0,-147.08668592795738
7_4_2.0,explicit,7,4,2.0,-150.12336992215862
7_4_2.5,pragmatic,7,4,2.5,-147.12116386894647
7_4_2.5,explicit,7,4,2.5,-150.4128444183223
7_5_0.5,pragmatic,7,5,0.5,-147.22110736523192
7_5_0.5,explicit,7,5,0.5,-149.2670577730861
7_5_0.1,pragmatic,7,5,0.1,-147.11732325652474
7_5_0.1,explicit,7,5,0.1,-149.11429861785214
7_5_1.5,pragmatic,7,5,1.5,-147.55770095121173
7_5_1.5,explicit,7,5,1.5,-149.81029501117354
7_5_2.0,pragmatic,7,5,2.0,-147.72937111240057
7_5_2.0,explicit,7,5,2.0,-150.12336992215862
7_5_2.5,pragmatic,7,5,2.5,-147.85480032595254
7_5_2.5,explicit,7,5,2.5,-150.4128444183223
7_6_0.5,pragmatic,7,6,0.5,-147.59609490906288
7_6_0.5,explicit,7,6,0.5,-149.2670577730861
7_6_0.1,pragmatic,7,6,0.1,-147.49407965251547
7_6_0.1,explicit,7,6,0.1,-149.11429861785214
7_6_1.5,pragmatic,7,6,1.5,-147.93968812135893
7_6_1.5,explicit,7,6,1.5,-149.81029501117354
7_6_2.0,pragmatic,7,6,2.0,-148.14113861424806
7_6_2.0,explicit,7,6,2.0,-150.12336992215862
7_6_2.5,pragmatic,7,6,2.5,-148.33698289601574
7_6_2.5,explicit,7,6,2.5,-150.4128444183223
7_7_0.5,pragmatic,7,7,0.5,-147.86576306573613
7_7_0.5,explicit,7,7,0.5,-149.2670577730861
7_7_0.1,pragmatic,7,7,0.1,-147.77166583788988
7_7_0.1,explicit,7,7,0.1,-149.11429861785214
7_7_1.5,pragmatic,7,7,1.5,-148.17913515105042
7_7_1.5,explicit,7,7,1.5,-149.81029501117354
7_7_2.0,pragmatic,7,7,2.0,-148.37189436702354
7_7_2.0,explicit,7,7,2.0,-150.12336992215862
7_7_2.5,pragmatic,7,7,2.5,-148.58593452758916
7_7_2.5,explicit,7,7,2.5,-150.4128444183223
8_1_0.5,pragmatic,8,1,0.5,-148.48452593733873
8_1_0.5,explicit,8,1,0.5,-150.53954277993137
8_1_0.1,pragmatic,8,1,0.1,-148.24916952795817
8_1_0.1,explicit,8,1,0.1,-150.33580470785748
8_1_1.5,pragmatic,8,1,1.5,-149.36860951848323
8_1_1.5,explicit,8,1,1.5,-151.21736360513302
8_1_2.0,pragmatic,8,1,2.0,-149.94241223884725
8_1_2.0,explicit,8,1,2.0,-151.58112049067577
8_1_2.5,pragmatic,8,1,2.5,-150.5434038566168
8_1_2.5,explicit,8,1,2.5,-151.90292315759405
8_2_0.5,pragmatic,8,2,0.5,-148.0936693073128
8_2_0.5,explicit,8,2,0.5,-150.53954277993137
8_2_0.1,pragmatic,8,2,0.1,-147.9954161934935
8_2_0.1,explicit,8,2,0.1,-150.33580470785748
8_2_1.5,pragmatic,8,2,1.5,-148.4274857102476
8_2_1.5,explicit,8,2,1.5,-151.21736360513302
8_2_2.0,pragmatic,8,2,2.0,-148.65599280585172
8_2_2.0,explicit,8,2,2.0,-151.58112049067577
8_2_2.5,pragmatic,8,2,2.5,-148.9706249801921
8_2_2.5,explicit,8,2,2.5,-151.90292315759405
8_3_0.5,pragmatic,8,3,0.5,-149.33845004632198
8_3_0.5,explicit,8,3,0.5,-150.53954277993137
8_3_0.1,pragmatic,8,3,0.1,-149.26754725409097
8_3_0.1,explicit,8,3,0.1,-150.33580470785748
8_3_1.5,pragmatic,8,3,1.5,-149.4711979812053
8_3_1.5,explicit,8,3,1.5,-151.21736360513302
8_3_2.0,pragmatic,8,3,2.0,-149.4377491950345
8_3_2.0,explicit,8,3,2.0,-151.58112049067577
8_3_2.5,pragmatic,8,3,2.5,-149.30290123097504
8_3_2.5,explicit,8,3,2.5,-151.90292315759405
8_4_0.5,pragmatic,8,4,0.5,-150.6036058651258
8_4_0.5,explicit,8,4,0.5,-150.53954277993137
8_4_0.1,pragmatic,8,4,0.1,-150.50587443369525
8_4_0.1,explicit,8,4,0.1,-150.33580470785748
8_4_1.5,pragmatic,8,4,1.5,-150.8672321906823
8_4_1.5,explicit,8,4,1.5,-151.21736360513302
8_4_2.0,pragmatic,8,4,2.0,-150.93201882295034
8_4_2.0,explicit,8,4,2.0,-151.58112049067577
8_4_2.5,pragmatic,8,4,2.5,-150.8703086054571
8_4_2.5,explicit,8,4,2.5,-151.90292315759405
8_5_0.5,pragmatic,8,5,0.5,-151.458846393864
8_5_0.5,explicit,8,5,0.5,-150.53954277993137
8_5_0.1,pragmatic,8,5,0.1,-151.35032180667142
8_5_0.1,explicit,8,5,0.1,-150.33580470785748
8_5_1.5,pragmatic,8,5,1.5,-151.80897555101808
8_5_1.5,explicit,8,5,1.5,-151.21736360513302
8_5_2.0,pragmatic,8,5,2.0,-151.9858240784381
8_5_2.0,explicit,8,5,2.0,-151.58112049067577
8_5_2.5,pragmatic,8,5,2.5,-152.1065037324872
8_5_2.5,explicit,8,5,2.5,-151.90292315759405
8_6_0.5,pragmatic,8,6,0.5,-152.0097752874998
8_6_0.5,explicit,8,6,0.5,-150.53954277993137
8_6_0.1,pragmatic,8,6,0.1,-151.90815489070218
8_6_0.1,explicit,8,6,0.1,-150.33580470785748
8_6_1.5,pragmatic,8,6,1.5,-152.35692910881468
8_6_1.5,explicit,8,6,1.5,-151.21736360513302
8_6_2.0,pragmatic,8,6,2.0,-152.57013179205552
8_6_2.0,explicit,8,6,2.0,-151.58112049067577
8_6_2.5,pragmatic,8,6,2.5,-152.78847776551132
8_6_2.5,explicit,8,6,2.5,-151.90292315759405
8_7_0.5,pragmatic,8,7,0.5,-152.38559742860414
8_7_0.5,explicit,8,7,0.5,-150.53954277993137
8_7_0.1,pragmatic,8,7,0.1,-152.29876002647023
8_7_0.1,explicit,8,7,0.1,-150.33580470785748
8_7_1.5,pragmatic,8,7,1.5,-152.6782845558755
8_7_1.5,explicit,8,7,1.5,-151.21736360513302
8_7_2.0,pragmatic,8,7,2.0,-152.87058535854766
8_7_2.0,explicit,8,7,2.0,-151.58112049067577
8_7_2.5,pragmatic,8,7,2.5,-153.10125792805408
8_7_2.5,explicit,8,7,2.5,-151.90292315759405
9_1_0.5,pragmatic,9,1,0.5,-150.2743452989216
9_1_0.5,explicit,9,1,0.5,-152.00976515597827
9_1_0.1,pragmatic,9,1,0.1,-150.06383814424035
9_1_0.1,explicit,9,1,0.1,-151.7932956949341
9_1_1.5,pragmatic,9,1,1.5,-151.0493977219474
9_1_1.5,explicit,9,1,1.5,-152.69677320580092
9_1_2.0,pragmatic,9,1,2.0,-151.54827422996405
9_1_2.0,explicit,9,1,2.0,-153.0460544566065
9_1_2.5,pragmatic,9,1,2.5,-152.07467417162613
9_1_2.5,explicit,9,1,2.5,-153.34452376036185
9_2_0.5,pragmatic,9,2,0.5,-150.82985745448457
9_2_0.5,explicit,9,2,0.5,-152.00976515597827
9_2_0.1,pragmatic,9,2,0.1,-150.78646532834819
9_2_0.1,explicit,9,2,0.1,-151.7932956949341
9_2_1.5,pragmatic,9,2,1.5,-150.90167169958139
9_2_1.5,explicit,9,2,1.5,-152.69677320580092
9_2_2.0,pragmatic,9,2,2.0,-150.91598885493016
9_2_2.0,explicit,9,2,2.0,-153.0460544566065
9_2_2.5,pragmatic,9,2,2.5,-150.97707680617123
9_2_2.5,explicit,9,2,2.5,-153.34452376036185
9_3_0.5,pragmatic,9,3,0.5,-153.02388699744972
9_3_0.5,explicit,9,3,0.5,-152.00976515597827
9_3_0.1,pragmatic,9,3,0.1,-152.98032761328452
9_3_0.1,explicit,9,3,0.1,-151.7932956949341
9_3_1.5,pragmatic,9,3,1.5,-153.00461321240473
9_3_1.5,explicit,9,3,1.5,-152.69677320580092
9_3_2.0,pragmatic,9,3,2.0,-152.81426157950676
9_3_2.0,explicit,9,3,2.0,-153.0460544566065
9_3_2.5,pragmatic,9,3,2.5,-152.436806480703
9_3_2.5,explicit,9,3,2.5,-153.34452376036185
9_4_0.5,pragmatic,9,4,0.5,-154.79394205492383
9_4_0.5,explicit,9,4,0.5,-152.00976515597827
9_4_0.1,pragmatic,9,4,0.1,-154.70455924618057
9_4_0.1,explicit,9,4,0.1,-151.7932956949341
9_4_1.5,pragmatic,9,4,1.5,-155.01467532437624
9_4_1.5,explicit,9,4,1.5,-152.69677320580092
9_4_2.0,pragmatic,9,4,2.0,-155.03316255217766
9_4_2.0,explicit,9,4,2.0,-153.0460544566065
9_4_2.5,pragmatic,9,4,2.5,-154.88776941347874
9_4_2.5,explicit,9,4,2.5,-153.34452376036185
9_5_0.5,pragmatic,9,5,0.5,-155.86726776422103
9_5_0.5,explicit,9,5,0.5,-152.00976515597827
9_5_0.1,pragmatic,9,5,0.1,-155.76474280849843
9_5_0.1,explicit,9,5,0.1,-151.7932956949341
