trialNum,gridState,question,goal
78,"{""safe"":[""B3"",""C3""],""unsafe"":[""B2""]}",is_A3_safe?,columns
79,"{""safe"":[""B1"",""C1""],""unsafe"":[""B2""]}",is_B3_safe?,columns
80,"{""safe"":[""C3"",""B2""],""unsafe"":[""C1""]}",is_A2_safe?,columns
81,"{""safe"":[""C3"",""A3""],""unsafe"":[""B2""]}",is_A2_safe?,rows
82,"{""safe"":[""C3"",""C1""],""unsafe"":[""A1""]}",is_C2_safe?,rows
83,"{""safe"":[""A3"",""A1""],""unsafe"":[""B2""]}",is_A2_safe?,rows
84,"{""safe"":[""C1"",""B1""],""unsafe"":[""C2""]}",is_A2_safe?,rows
85,"{""safe"":[""A2"",""C2""],""unsafe"":[""C3""]}",is_B2_safe?,columns
86,"{""safe"":[""A2"",""A1""],""unsafe"":[""C2""]}",is_A3_safe?,rows
87,"{""safe"":[""A2"",""A3""],""unsafe"":[""B3""]}",is_A1_safe?,rows
88,"{""safe"":[""C3"",""C1""],""unsafe"":[""B2""]}",is_A2_safe?,rows
89,"{""safe"":[""A1"",""B3""],""unsafe"":[""B2""]}",is_C3_safe?,rows
90,"{""safe"":[""B3"",""C3""],""unsafe"":[""C2""]}",is_A3_safe?,columns
91,"{""safe"":[""C3"",""B1""],""unsafe"":[""A1""]}",is_B3_safe?,rows
92,"{""safe"":[""C1"",""B3""],""unsafe"":[""C3""]}",is_B1_safe?,columns
93,"{""safe"":[""B3"",""C2""],""unsafe"":[""A3""]}",is_A2_safe?,columns
94,"{""safe"":[""A3"",""B1""],""unsafe"":[""B2""]}",is_B3_safe?,columns
95,"{""safe"":[""C2"",""B3""],""unsafe"":[""B2""]}",is_A3_safe?,rows
96,"{""safe"":[""C3"",""A2""],""unsafe"":[""C2""]}",is_B3_safe?,rows
97,"{""safe"":[""B2"",""A1""],""unsafe"":[""B3""]}",is_C2_safe?,columns
98,"{""safe"":[""C3"",""C2""],""unsafe"":[""B1""]}",is_C1_safe?,rows
99,"{""safe"":[""B2"",""A2""],""unsafe"":[""A3""]}",is_B1_safe?,rows
