trialNum,gridState,question,goal
24,"{""safe"":[""A3"",""C3""],""unsafe"":[""B3""]}",is_C1_safe?,rows
25,"{""safe"":[""B1"",""C2""],""unsafe"":[""A3""]}",is_A2_safe?,columns
26,"{""safe"":[""C1"",""C3""],""unsafe"":[""C2""]}",is_B2_safe?,rows
27,"{""safe"":[""C1"",""B3""],""unsafe"":[""A3""]}",is_C3_safe?,rows
28,"{""safe"":[""C2"",""A2""],""unsafe"":[""B3""]}",is_B1_safe?,columns
29,"{""safe"":[""A3"",""C1""],""unsafe"":[""B1""]}",is_C2_safe?,columns
30,"{""safe"":[""A3"",""C1""],""unsafe"":[""B2""]}",is_B3_safe?,columns
31,"{""safe"":[""B2"",""B3""],""unsafe"":[""C3""]}",is_A2_safe?,columns
32,"{""safe"":[""A2"",""B3""],""unsafe"":[""A3""]}",is_C2_safe?,rows
33,"{""safe"":[""A2"",""B3""],""unsafe"":[""C3""]}",is_C1_safe?,columns
34,"{""safe"":[""C1"",""B2""],""unsafe"":[""A3""]}",is_B1_safe?,columns
35,"{""safe"":[""C1"",""A3""],""unsafe"":[""A2""]}",is_C3_safe?,columns
36,"{""safe"":[""B2"",""C2""],""unsafe"":[""A3""]}",is_C1_safe?,rows
37,"{""safe"":[""C3"",""B2""],""unsafe"":[""C1""]}",is_C2_safe?,columns
38,"{""safe"":[""A1"",""C2""],""unsafe"":[""B2""]}",is_B1_safe?,columns
39,"{""safe"":[""B2"",""C1""],""unsafe"":[""A3""]}",is_B1_safe?,columns
40,"{""safe"":[""A1"",""A3""],""unsafe"":[""C1""]}",is_C3_safe?,columns
41,"{""safe"":[""B2"",""B3""],""unsafe"":[""A1""]}",is_B1_safe?,rows
42,"{""safe"":[""A2"",""A3""],""unsafe"":[""C1""]}",is_B2_safe?,columns
43,"{""safe"":[""C1"",""C2""],""unsafe"":[""B2""]}",is_C3_safe?,rows
44,"{""safe"":[""B1"",""B3""],""unsafe"":[""A3""]}",is_C2_safe?,columns
45,"{""safe"":[""C3"",""B3""],""unsafe"":[""B2""]}",is_C1_safe?,rows
46,"{""safe"":[""B3"",""C1""],""unsafe"":[""A3""]}",is_C3_safe?,rows
47,"{""safe"":[""B3"",""A3""],""unsafe"":[""A2""]}",is_B2_safe?,rows
48,"{""safe"":[""C1"",""B3""],""unsafe"":[""B2""]}",is_C3_safe?,columns
49,"{""safe"":[""A2"",""C3""],""unsafe"":[""A3""]}",is_C2_safe?,columns
50,"{""safe"":[""C1"",""A2""],""unsafe"":[""A3""]}",is_A1_safe?,columns
51,"{""safe"":[""B2"",""A3""],""unsafe"":[""C1""]}",is_A2_safe?,columns
52,"{""safe"":[""C3"",""B3""],""unsafe"":[""A1""]}",is_C2_safe?,rows
53,"{""safe"":[""B2"",""A2""],""unsafe"":[""A1""]}",is_B3_safe?,rows
54,"{""safe"":[""B3"",""A3""],""unsafe"":[""A1""]}",is_C3_safe?,columns
55,"{""safe"":[""C3"",""B2""],""unsafe"":[""A2""]}",is_A3_safe?,columns
56,"{""safe"":[""A3"",""A1""],""unsafe"":[""B3""]}",is_B2_safe?,columns
57,"{""safe"":[""A3"",""B1""],""unsafe"":[""C2""]}",is_A2_safe?,columns
58,"{""safe"":[""C1"",""B1""],""unsafe"":[""B3""]}",is_C2_safe?,rows
59,"{""safe"":[""C2"",""A1""],""unsafe"":[""C1""]}",is_B2_safe?,columns
60,"{""safe"":[""C2"",""A2""],""unsafe"":[""C3""]}",is_B1_safe?,rows
61,"{""safe"":[""B1"",""C1""],""unsafe"":[""B3""]}",is_A2_safe?,rows
62,"{""safe"":[""A2"",""C3""],""unsafe"":[""B1""]}",is_C2_safe?,columns
63,"{""safe"":[""C3"",""A3""],""unsafe"":[""A2""]}",is_B3_safe?,columns
64,"{""safe"":[""A1"",""A3""],""unsafe"":[""C2""]}",is_A2_safe?,rows
65,"{""safe"":[""B3"",""C3""],""unsafe"":[""C1""]}",is_A3_safe?,columns
66,"{""safe"":[""C2"",""B1""],""unsafe"":[""B3""]}",is_C1_safe?,columns
67,"{""safe"":[""A2"",""A3""],""unsafe"":[""C1""]}",is_A1_safe?,rows
68,"{""safe"":[""A3"",""C2""],""unsafe"":[""B2""]}",is_C1_safe?,columns
69,"{""safe"":[""C1"",""B2""],""unsafe"":[""A2""]}",is_B1_safe?,rows
70,"{""safe"":[""A2"",""B2""],""unsafe"":[""A1""]}",is_C3_safe?,rows
71,"{""safe"":[""C3"",""A1""],""unsafe"":[""C2""]}",is_A3_safe?,columns
72,"{""safe"":[""A3"",""C2""],""unsafe"":[""C3""]}",is_B2_safe?,columns
73,"{""safe"":[""B1"",""B2""],""unsafe"":[""A2""]}",is_B3_safe?,columns
74,"{""safe"":[""C3"",""B3""],""unsafe"":[""B2""]}",is_C2_safe?,rows
75,"{""safe"":[""A1"",""B1""],""unsafe"":[""A2""]}",is_B2_safe?,rows
76,"{""safe"":[""B2"",""C3""],""unsafe"":[""C2""]}",is_B1_safe?,rows
77,"{""safe"":[""C1"",""A3""],""unsafe"":[""B3""]}",is_C2_safe?,rows
78,"{""safe"":[""A3"",""B3""],""unsafe"":[""C3""]}",is_B1_safe?,rows
79,"{""safe"":[""A1"",""C3""],""unsafe"":[""C1""]}",is_C2_safe?,columns
80,"{""safe"":[""B1"",""A1""],""unsafe"":[""C2""]}",is_C3_safe?,rows
81,"{""safe"":[""C2"",""B3""],""unsafe"":[""B1""]}",is_A2_safe?,columns
82,"{""safe"":[""C3"",""B2""],""unsafe"":[""B1""]}",is_A3_safe?,columns
83,"{""safe"":[""A1"",""C3""],""unsafe"":[""B1""]}",is_A3_safe?,columns
84,"{""safe"":[""A2"",""A3""],""unsafe"":[""B2""]}",is_A1_safe?,rows
85,"{""safe"":[""C1"",""A2""],""unsafe"":[""C2""]}",is_B1_safe?,columns
86,"{""safe"":[""A1"",""B3""],""unsafe"":[""C1""]}",is_B2_safe?,rows
87,"{""safe"":[""B1"",""A3""],""unsafe"":[""B2""]}",is_A1_safe?,rows
88,"{""safe"":[""A3"",""B1""],""unsafe"":[""C3""]}",is_A1_safe?,rows
89,"{""safe"":[""A3"",""C3""],""unsafe"":[""A2""]}",is_A1_safe?,rows
90,"{""safe"":[""A1"",""B1""],""unsafe"":[""C2""]}",is_B3_safe?,rows
91,"{""safe"":[""B3"",""B1""],""unsafe"":[""C3""]}",is_C1_safe?,columns
92,"{""safe"":[""C1"",""B1""],""unsafe"":[""B3""]}",is_C2_safe?,rows
93,"{""safe"":[""C1"",""B1""],""unsafe"":[""A1""]}",is_C3_safe?,rows
94,"{""safe"":[""A1"",""B1""],""unsafe"":[""C1""]}",is_C2_safe?,columns
95,"{""safe"":[""C3"",""C1""],""unsafe"":[""B3""]}",is_C2_safe?,rows
96,"{""safe"":[""A1"",""C2""],""unsafe"":[""C1""]}",is_B1_safe?,rows
97,"{""safe"":[""A2"",""C3""],""unsafe"":[""B3""]}",is_A3_safe?,rows
98,"{""safe"":[""B3"",""C1""],""unsafe"":[""B2""]}",is_C2_safe?,columns
99,"{""safe"":[""C1"",""B2""],""unsafe"":[""A1""]}",is_B1_safe?,rows
