trialNum,gridState,question,goal
29,"{""safe"":[""B2"",""C1""],""unsafe"":[""C2""]}",is_B3_safe?,rows
30,"{""safe"":[""A2"",""B2""],""unsafe"":[""C3""]}",is_C2_safe?,columns
31,"{""safe"":[""C3"",""A2""],""unsafe"":[""C2""]}",is_B3_safe?,columns
32,"{""safe"":[""A3"",""C2""],""unsafe"":[""B3""]}",is_C1_safe?,columns
33,"{""safe"":[""C1"",""A3""],""unsafe"":[""B3""]}",is_C3_safe?,rows
34,"{""safe"":[""A2"",""B2""],""unsafe"":[""A1""]}",is_C3_safe?,columns
35,"{""safe"":[""B3"",""C3""],""unsafe"":[""A2""]}",is_A3_safe?,columns
36,"{""safe"":[""C3"",""C1""],""unsafe"":[""A3""]}",is_A2_safe?,rows
37,"{""safe"":[""A3"",""A2""],""unsafe"":[""B2""]}",is_C2_safe?,rows
38,"{""safe"":[""A2"",""C1""],""unsafe"":[""C2""]}",is_B3_safe?,columns
39,"{""safe"":[""B1"",""C1""],""unsafe"":[""A1""]}",is_B2_safe?,rows
40,"{""safe"":[""A1"",""B1""],""unsafe"":[""C1""]}",is_B2_safe?,rows
41,"{""safe"":[""C3"",""A1""],""unsafe"":[""B1""]}",is_B3_safe?,columns
42,"{""safe"":[""B2"",""A1""],""unsafe"":[""C2""]}",is_B3_safe?,columns
43,"{""safe"":[""C1"",""C3""],""unsafe"":[""A1""]}",is_C2_safe?,rows
44,"{""safe"":[""C1"",""C2""],""unsafe"":[""B3""]}",is_C3_safe?,rows
45,"{""safe"":[""A3"",""B2""],""unsafe"":[""C1""]}",is_B1_safe?,rows
46,"{""safe"":[""A3"",""C1""],""unsafe"":[""B2""]}",is_A2_safe?,rows
47,"{""safe"":[""C2"",""B2""],""unsafe"":[""A1""]}",is_A2_safe?,columns
48,"{""safe"":[""C1"",""A3""],""unsafe"":[""A2""]}",is_B1_safe?,columns
49,"{""safe"":[""C3"",""C1""],""unsafe"":[""A3""]}",is_C2_safe?,rows
50,"{""safe"":[""A2"",""B2""],""unsafe"":[""B1""]}",is_C2_safe?,columns
51,"{""safe"":[""A1"",""B1""],""unsafe"":[""C2""]}",is_B2_safe?,columns
52,"{""safe"":[""B2"",""A2""],""unsafe"":[""A1""]}",is_C3_safe?,columns
53,"{""safe"":[""A3"",""C1""],""unsafe"":[""B2""]}",is_C3_safe?,rows
54,"{""safe"":[""B1"",""A3""],""unsafe"":[""C3""]}",is_B3_safe?,rows
55,"{""safe"":[""B3"",""C1""],""unsafe"":[""B2""]}",is_B1_safe?,columns
56,"{""safe"":[""B1"",""A3""],""unsafe"":[""B3""]}",is_C3_safe?,rows
57,"{""safe"":[""A3"",""C2""],""unsafe"":[""B1""]}",is_B2_safe?,rows
58,"{""safe"":[""B1"",""C2""],""unsafe"":[""C3""]}",is_A2_safe?,rows
59,"{""safe"":[""A1"",""C2""],""unsafe"":[""B3""]}",is_A2_safe?,columns
60,"{""safe"":[""B1"",""C1""],""unsafe"":[""B3""]}",is_A2_safe?,rows
61,"{""safe"":[""A1"",""B2""],""unsafe"":[""A2""]}",is_C1_safe?,columns
62,"{""safe"":[""C1"",""C2""],""unsafe"":[""A1""]}",is_B2_safe?,columns
63,"{""safe"":[""B1"",""B3""],""unsafe"":[""A2""]}",is_B2_safe?,columns
64,"{""safe"":[""B2"",""C2""],""unsafe"":[""B3""]}",is_C1_safe?,rows
65,"{""safe"":[""C2"",""A3""],""unsafe"":[""B1""]}",is_B2_safe?,rows
66,"{""safe"":[""B3"",""A1""],""unsafe"":[""A2""]}",is_B2_safe?,columns
67,"{""safe"":[""A2"",""B3""],""unsafe"":[""C1""]}",is_C2_safe?,columns
68,"{""safe"":[""A2"",""A3""],""unsafe"":[""C1""]}",is_A1_safe?,rows
69,"{""safe"":[""C2"",""A3""],""unsafe"":[""B1""]}",is_B3_safe?,columns
70,"{""safe"":[""A1"",""A2""],""unsafe"":[""B1""]}",is_C2_safe?,columns
71,"{""safe"":[""A3"",""A2""],""unsafe"":[""B2""]}",is_A1_safe?,rows
72,"{""safe"":[""B3"",""A2""],""unsafe"":[""B1""]}",is_A3_safe?,rows
73,"{""safe"":[""C3"",""B3""],""unsafe"":[""C2""]}",is_B1_safe?,rows
74,"{""safe"":[""B1"",""B3""],""unsafe"":[""A1""]}",is_A2_safe?,rows
75,"{""safe"":[""C1"",""C2""],""unsafe"":[""B3""]}",is_C3_safe?,rows
76,"{""safe"":[""B2"",""A1""],""unsafe"":[""C3""]}",is_A2_safe?,columns
77,"{""safe"":[""B1"",""B3""],""unsafe"":[""B2""]}",is_A1_safe?,rows
78,"{""safe"":[""C2"",""A3""],""unsafe"":[""B3""]}",is_A1_safe?,rows
79,"{""safe"":[""A3"",""B2""],""unsafe"":[""C3""]}",is_C2_safe?,columns
80,"{""safe"":[""C2"",""B3""],""unsafe"":[""C3""]}",is_A3_safe?,rows
81,"{""safe"":[""C3"",""A2""],""unsafe"":[""B1""]}",is_B2_safe?,rows
82,"{""safe"":[""C3"",""A3""],""unsafe"":[""A2""]}",is_B2_safe?,rows
83,"{""safe"":[""A1"",""B3""],""unsafe"":[""C1""]}",is_A2_safe?,rows
84,"{""safe"":[""B1"",""A2""],""unsafe"":[""A3""]}",is_B3_safe?,columns
85,"{""safe"":[""C2"",""A3""],""unsafe"":[""C1""]}",is_C3_safe?,columns
86,"{""safe"":[""B1"",""A3""],""unsafe"":[""C3""]}",is_B2_safe?,rows
87,"{""safe"":[""A2"",""C3""],""unsafe"":[""A1""]}",is_B2_safe?,columns
88,"{""safe"":[""B2"",""A2""],""unsafe"":[""A3""]}",is_B3_safe?,rows
89,"{""safe"":[""A2"",""B2""],""unsafe"":[""B3""]}",is_C2_safe?,columns
90,"{""safe"":[""C2"",""C1""],""unsafe"":[""A2""]}",is_C3_safe?,rows
91,"{""safe"":[""C3"",""B3""],""unsafe"":[""A1""]}",is_A3_safe?,columns
92,"{""safe"":[""A2"",""A3""],""unsafe"":[""C1""]}",is_B3_safe?,columns
93,"{""safe"":[""C3"",""A2""],""unsafe"":[""B2""]}",is_A3_safe?,rows
94,"{""safe"":[""B3"",""A2""],""unsafe"":[""C1""]}",is_C3_safe?,columns
95,"{""safe"":[""B2"",""A2""],""unsafe"":[""C3""]}",is_A3_safe?,columns
96,"{""safe"":[""A3"",""C1""],""unsafe"":[""A1""]}",is_C3_safe?,rows
97,"{""safe"":[""B2"",""A3""],""unsafe"":[""A2""]}",is_A1_safe?,columns
98,"{""safe"":[""C2"",""C1""],""unsafe"":[""B1""]}",is_C3_safe?,rows
99,"{""safe"":[""B3"",""A2""],""unsafe"":[""A3""]}",is_A1_safe?,columns
