trialNum,gridState,question,goal
32,"{""safe"":[""B2"",""C3""],""unsafe"":[""B1""]}",is_C1_safe?,rows
33,"{""safe"":[""A1"",""A2""],""unsafe"":[""A3""]}",is_B1_safe?,columns
34,"{""safe"":[""C3"",""B3""],""unsafe"":[""A1""]}",is_A3_safe?,columns
35,"{""safe"":[""C1"",""A3""],""unsafe"":[""B2""]}",is_C3_safe?,columns
36,"{""safe"":[""A2"",""B1""],""unsafe"":[""C1""]}",is_B3_safe?,rows
37,"{""safe"":[""C2"",""C3""],""unsafe"":[""C1""]}",is_B1_safe?,rows
38,"{""safe"":[""C1"",""A3""],""unsafe"":[""A1""]}",is_C2_safe?,columns
39,"{""safe"":[""C2"",""B2""],""unsafe"":[""A1""]}",is_A2_safe?,columns
40,"{""safe"":[""C2"",""C1""],""unsafe"":[""A2""]}",is_A1_safe?,columns
41,"{""safe"":[""B3"",""C3""],""unsafe"":[""C1""]}",is_A3_safe?,columns
42,"{""safe"":[""B1"",""C3""],""unsafe"":[""C1""]}",is_A1_safe?,rows
43,"{""safe"":[""C3"",""A1""],""unsafe"":[""B1""]}",is_B3_safe?,columns
44,"{""safe"":[""C1"",""A2""],""unsafe"":[""B3""]}",is_C2_safe?,columns
45,"{""safe"":[""C3"",""C1""],""unsafe"":[""A3""]}",is_A2_safe?,rows
46,"{""safe"":[""B3"",""B2""],""unsafe"":[""C1""]}",is_A3_safe?,columns
47,"{""safe"":[""C2"",""A1""],""unsafe"":[""B2""]}",is_B1_safe?,columns
48,"{""safe"":[""A1"",""C1""],""unsafe"":[""B2""]}",is_B1_safe?,columns
49,"{""safe"":[""A3"",""A2""],""unsafe"":[""B3""]}",is_A1_safe?,columns
50,"{""safe"":[""B2"",""A1""],""unsafe"":[""C3""]}",is_B1_safe?,rows
51,"{""safe"":[""A1"",""B3""],""unsafe"":[""A3""]}",is_C1_safe?,columns
52,"{""safe"":[""A3"",""A1""],""unsafe"":[""C2""]}",is_A2_safe?,rows
53,"{""safe"":[""B1"",""B2""],""unsafe"":[""C1""]}",is_C2_safe?,columns
54,"{""safe"":[""A3"",""A2""],""unsafe"":[""C3""]}",is_B3_safe?,columns
55,"{""safe"":[""C1"",""C3""],""unsafe"":[""A1""]}",is_A3_safe?,columns
56,"{""safe"":[""B2"",""A2""],""unsafe"":[""B3""]}",is_B1_safe?,rows
57,"{""safe"":[""C1"",""C2""],""unsafe"":[""B3""]}",is_C3_safe?,rows
58,"{""safe"":[""A3"",""B1""],""unsafe"":[""C2""]}",is_A2_safe?,rows
59,"{""safe"":[""C1"",""A3""],""unsafe"":[""B2""]}",is_C2_safe?,rows
60,"{""safe"":[""A3"",""B3""],""unsafe"":[""A1""]}",is_B2_safe?,rows
61,"{""safe"":[""A2"",""B1""],""unsafe"":[""B3""]}",is_C1_safe?,rows
62,"{""safe"":[""B1"",""C3""],""unsafe"":[""B2""]}",is_A3_safe?,rows
63,"{""safe"":[""B2"",""A2""],""unsafe"":[""C2""]}",is_A3_safe?,rows
64,"{""safe"":[""C2"",""C1""],""unsafe"":[""A2""]}",is_C3_safe?,rows
65,"{""safe"":[""C3"",""B3""],""unsafe"":[""B1""]}",is_A3_safe?,columns
66,"{""safe"":[""C2"",""A1""],""unsafe"":[""B3""]}",is_C3_safe?,rows
67,"{""safe"":[""C3"",""C1""],""unsafe"":[""B3""]}",is_A1_safe?,columns
68,"{""safe"":[""A1"",""C1""],""unsafe"":[""B3""]}",is_B1_safe?,columns
69,"{""safe"":[""C3"",""A3""],""unsafe"":[""A1""]}",is_B2_safe?,rows
70,"{""safe"":[""A3"",""A2""],""unsafe"":[""C1""]}",is_A1_safe?,rows
71,"{""safe"":[""C3"",""C2""],""unsafe"":[""A1""]}",is_C1_safe?,rows
72,"{""safe"":[""B3"",""C3""],""unsafe"":[""B1""]}",is_A3_safe?,columns
73,"{""safe"":[""C3"",""B1""],""unsafe"":[""C2""]}",is_A1_safe?,columns
74,"{""safe"":[""C3"",""B1""],""unsafe"":[""C2""]}",is_A1_safe?,columns
75,"{""safe"":[""B2"",""C1""],""unsafe"":[""A1""]}",is_B1_safe?,rows
76,"{""safe"":[""C1"",""B1""],""unsafe"":[""C3""]}",is_A1_safe?,columns
77,"{""safe"":[""A1"",""C2""],""unsafe"":[""B2""]}",is_B3_safe?,columns
78,"{""safe"":[""C1"",""C2""],""unsafe"":[""A3""]}",is_A2_safe?,columns
79,"{""safe"":[""A3"",""C1""],""unsafe"":[""C2""]}",is_B3_safe?,columns
80,"{""safe"":[""B1"",""C1""],""unsafe"":[""A1""]}",is_B3_safe?,columns
81,"{""safe"":[""A2"",""B2""],""unsafe"":[""C1""]}",is_B3_safe?,rows
82,"{""safe"":[""C2"",""B2""],""unsafe"":[""C3""]}",is_A1_safe?,rows
83,"{""safe"":[""C3"",""B2""],""unsafe"":[""C1""]}",is_A2_safe?,columns
84,"{""safe"":[""A2"",""C2""],""unsafe"":[""B3""]}",is_B2_safe?,columns
85,"{""safe"":[""A1"",""C3""],""unsafe"":[""A3""]}",is_C1_safe?,rows
86,"{""safe"":[""C1"",""C2""],""unsafe"":[""A3""]}",is_B2_safe?,columns
87,"{""safe"":[""C1"",""B2""],""unsafe"":[""A1""]}",is_A3_safe?,columns
88,"{""safe"":[""C1"",""A2""],""unsafe"":[""B3""]}",is_A1_safe?,columns
89,"{""safe"":[""A3"",""C1""],""unsafe"":[""C3""]}",is_A1_safe?,columns
90,"{""safe"":[""A1"",""C1""],""unsafe"":[""B3""]}",is_A3_safe?,rows
91,"{""safe"":[""A3"",""A2""],""unsafe"":[""C3""]}",is_B2_safe?,columns
92,"{""safe"":[""B2"",""A2""],""unsafe"":[""B1""]}",is_A3_safe?,rows
93,"{""safe"":[""B2"",""B1""],""unsafe"":[""C3""]}",is_C1_safe?,columns
94,"{""safe"":[""C3"",""C2""],""unsafe"":[""A1""]}",is_B2_safe?,columns
95,"{""safe"":[""C3"",""B1""],""unsafe"":[""A1""]}",is_C1_safe?,rows
96,"{""safe"":[""A3"",""C2""],""unsafe"":[""A1""]}",is_B3_safe?,rows
97,"{""safe"":[""C2"",""A2""],""unsafe"":[""A3""]}",is_B2_safe?,columns
98,"{""safe"":[""A3"",""B2""],""unsafe"":[""C3""]}",is_A2_safe?,rows
99,"{""safe"":[""B1"",""C3""],""unsafe"":[""A1""]}",is_C1_safe?,rows
