trialNum,gridState,question,goal
22,"{""safe"":[""B1"",""C1""],""unsafe"":[""B2""]}",is_A1_safe?,columns
23,"{""safe"":[""C1"",""B1""],""unsafe"":[""B3""]}",is_C3_safe?,rows
24,"{""safe"":[""B3"",""C1""],""unsafe"":[""A2""]}",is_B2_safe?,rows
25,"{""safe"":[""A1"",""B3""],""unsafe"":[""B1""]}",is_C3_safe?,columns
26,"{""safe"":[""A3"",""B1""],""unsafe"":[""C2""]}",is_B3_safe?,columns
27,"{""safe"":[""C2"",""B3""],""unsafe"":[""B1""]}",is_B2_safe?,columns
28,"{""safe"":[""A1"",""C3""],""unsafe"":[""B1""]}",is_A2_safe?,rows
29,"{""safe"":[""B2"",""C1""],""unsafe"":[""B3""]}",is_A2_safe?,columns
30,"{""safe"":[""B1"",""B2""],""unsafe"":[""C1""]}",is_A2_safe?,columns
31,"{""safe"":[""A3"",""B2""],""unsafe"":[""B3""]}",is_A1_safe?,rows
32,"{""safe"":[""B3"",""A2""],""unsafe"":[""A3""]}",is_B1_safe?,rows
33,"{""safe"":[""B1"",""A1""],""unsafe"":[""A2""]}",is_B2_safe?,rows
34,"{""safe"":[""A1"",""C1""],""unsafe"":[""B3""]}",is_C2_safe?,rows
35,"{""safe"":[""B3"",""C1""],""unsafe"":[""B1""]}",is_C2_safe?,rows
36,"{""safe"":[""C1"",""C3""],""unsafe"":[""A2""]}",is_A3_safe?,columns
37,"{""safe"":[""A3"",""C3""],""unsafe"":[""A2""]}",is_C1_safe?,rows
38,"{""safe"":[""C3"",""A1""],""unsafe"":[""B2""]}",is_B1_safe?,columns
39,"{""safe"":[""C1"",""C2""],""unsafe"":[""A2""]}",is_C3_safe?,rows
40,"{""safe"":[""B2"",""A3""],""unsafe"":[""A2""]}",is_C3_safe?,columns
41,"{""safe"":[""B2"",""A2""],""unsafe"":[""C2""]}",is_C1_safe?,columns
42,"{""safe"":[""C2"",""A3""],""unsafe"":[""B1""]}",is_C1_safe?,rows
43,"{""safe"":[""B1"",""C2""],""unsafe"":[""C1""]}",is_A2_safe?,columns
44,"{""safe"":[""A3"",""C3""],""unsafe"":[""C1""]}",is_A1_safe?,rows
45,"{""safe"":[""B3"",""C2""],""unsafe"":[""A3""]}",is_C3_safe?,rows
46,"{""safe"":[""C2"",""B2""],""unsafe"":[""A2""]}",is_C1_safe?,columns
47,"{""safe"":[""A1"",""A3""],""unsafe"":[""C3""]}",is_C2_safe?,rows
48,"{""safe"":[""A1"",""B3""],""unsafe"":[""C1""]}",is_B2_safe?,rows
49,"{""safe"":[""C3"",""C2""],""unsafe"":[""A3""]}",is_A2_safe?,columns
50,"{""safe"":[""B1"",""B3""],""unsafe"":[""C2""]}",is_C3_safe?,columns
51,"{""safe"":[""A1"",""C3""],""unsafe"":[""A3""]}",is_C1_safe?,columns
52,"{""safe"":[""C2"",""B1""],""unsafe"":[""A3""]}",is_C1_safe?,columns
53,"{""safe"":[""B3"",""A2""],""unsafe"":[""C2""]}",is_A1_safe?,columns
54,"{""safe"":[""A1"",""A2""],""unsafe"":[""B3""]}",is_A3_safe?,rows
55,"{""safe"":[""A2"",""B1""],""unsafe"":[""A3""]}",is_B2_safe?,rows
56,"{""safe"":[""B1"",""B2""],""unsafe"":[""C3""]}",is_C1_safe?,columns
57,"{""safe"":[""C3"",""B3""],""unsafe"":[""C1""]}",is_A3_safe?,columns
58,"{""safe"":[""C2"",""B2""],""unsafe"":[""A1""]}",is_C3_safe?,rows
59,"{""safe"":[""B3"",""A1""],""unsafe"":[""C2""]}",is_C3_safe?,columns
60,"{""safe"":[""A2"",""B2""],""unsafe"":[""C3""]}",is_B3_safe?,rows
61,"{""safe"":[""B3"",""A3""],""unsafe"":[""C1""]}",is_C3_safe?,columns
62,"{""safe"":[""C2"",""B2""],""unsafe"":[""A1""]}",is_A2_safe?,columns
63,"{""safe"":[""B3"",""C2""],""unsafe"":[""C3""]}",is_B2_safe?,columns
64,"{""safe"":[""B1"",""B3""],""unsafe"":[""A3""]}",is_A1_safe?,columns
65,"{""safe"":[""C2"",""B2""],""unsafe"":[""C3""]}",is_A2_safe?,columns
66,"{""safe"":[""B2"",""C2""],""unsafe"":[""A2""]}",is_B1_safe?,rows
67,"{""safe"":[""C1"",""B1""],""unsafe"":[""C3""]}",is_B3_safe?,rows
68,"{""safe"":[""A2"",""B2""],""unsafe"":[""B1""]}",is_A3_safe?,rows
69,"{""safe"":[""C3"",""A2""],""unsafe"":[""C2""]}",is_A1_safe?,rows
70,"{""safe"":[""C2"",""B2""],""unsafe"":[""B3""]}",is_A2_safe?,columns
71,"{""safe"":[""A2"",""B1""],""unsafe"":[""A3""]}",is_B3_safe?,rows
72,"{""safe"":[""C1"",""A3""],""unsafe"":[""B3""]}",is_B1_safe?,columns
73,"{""safe"":[""A1"",""B3""],""unsafe"":[""C2""]}",is_C1_safe?,columns
74,"{""safe"":[""B3"",""A2""],""unsafe"":[""A3""]}",is_C3_safe?,columns
75,"{""safe"":[""B2"",""C2""],""unsafe"":[""A2""]}",is_C3_safe?,columns
76,"{""safe"":[""B1"",""C1""],""unsafe"":[""A3""]}",is_C3_safe?,rows
77,"{""safe"":[""A1"",""C1""],""unsafe"":[""C2""]}",is_B1_safe?,columns
78,"{""safe"":[""A2"",""C1""],""unsafe"":[""C2""]}",is_B1_safe?,columns
79,"{""safe"":[""B2"",""B1""],""unsafe"":[""C3""]}",is_C1_safe?,columns
80,"{""safe"":[""B1"",""B3""],""unsafe"":[""C1""]}",is_B2_safe?,rows
81,"{""safe"":[""B1"",""C3""],""unsafe"":[""C2""]}",is_C1_safe?,columns
82,"{""safe"":[""A2"",""A1""],""unsafe"":[""B2""]}",is_A3_safe?,rows
83,"{""safe"":[""B2"",""B1""],""unsafe"":[""C3""]}",is_A1_safe?,columns
84,"{""safe"":[""C1"",""B2""],""unsafe"":[""C2""]}",is_A1_safe?,columns
85,"{""safe"":[""A3"",""B2""],""unsafe"":[""A2""]}",is_C3_safe?,columns
86,"{""safe"":[""C2"",""B3""],""unsafe"":[""C1""]}",is_B1_safe?,rows
87,"{""safe"":[""A2"",""A1""],""unsafe"":[""C1""]}",is_B2_safe?,columns
88,"{""safe"":[""C2"",""B3""],""unsafe"":[""A1""]}",is_A2_safe?,columns
89,"{""safe"":[""C1"",""A3""],""unsafe"":[""B2""]}",is_B3_safe?,columns
90,"{""safe"":[""C3"",""C2""],""unsafe"":[""B2""]}",is_A3_safe?,columns
91,"{""safe"":[""B2"",""C2""],""unsafe"":[""A1""]}",is_C3_safe?,rows
92,"{""safe"":[""A3"",""C3""],""unsafe"":[""C1""]}",is_A1_safe?,rows
93,"{""safe"":[""C3"",""A3""],""unsafe"":[""A1""]}",is_C2_safe?,rows
94,"{""safe"":[""C3"",""C1""],""unsafe"":[""B2""]}",is_C2_safe?,rows
95,"{""safe"":[""B2"",""B3""],""unsafe"":[""C2""]}",is_C3_safe?,columns
96,"{""safe"":[""B3"",""C2""],""unsafe"":[""A1""]}",is_C1_safe?,rows
97,"{""safe"":[""A3"",""B2""],""unsafe"":[""A2""]}",is_B3_safe?,columns
98,"{""safe"":[""A1"",""B3""],""unsafe"":[""C3""]}",is_C1_safe?,columns
99,"{""safe"":[""C2"",""C3""],""unsafe"":[""B3""]}",is_B2_safe?,columns
