trialNum,gridState,question,goal
73,"{""safe"":[""B2"",""B3""],""unsafe"":[""C3""]}",is_C1_safe?,columns
74,"{""safe"":[""C3"",""C2""],""unsafe"":[""C1""]}",is_A3_safe?,rows
75,"{""safe"":[""B1"",""A2""],""unsafe"":[""B3""]}",is_A1_safe?,columns
76,"{""safe"":[""C1"",""B3""],""unsafe"":[""A2""]}",is_B1_safe?,rows
77,"{""safe"":[""C1"",""A3""],""unsafe"":[""B1""]}",is_B3_safe?,columns
78,"{""safe"":[""B3"",""A3""],""unsafe"":[""C2""]}",is_A2_safe?,rows
79,"{""safe"":[""B3"",""C3""],""unsafe"":[""A1""]}",is_A3_safe?,columns
80,"{""safe"":[""B3"",""C1""],""unsafe"":[""A3""]}",is_B1_safe?,rows
81,"{""safe"":[""B3"",""A1""],""unsafe"":[""C3""]}",is_B2_safe?,columns
82,"{""safe"":[""C2"",""B2""],""unsafe"":[""C3""]}",is_C1_safe?,rows
83,"{""safe"":[""A3"",""A2""],""unsafe"":[""C3""]}",is_A1_safe?,columns
84,"{""safe"":[""A1"",""A2""],""unsafe"":[""B3""]}",is_B1_safe?,columns
85,"{""safe"":[""C1"",""B2""],""unsafe"":[""B3""]}",is_C2_safe?,rows
86,"{""safe"":[""A2"",""C3""],""unsafe"":[""A3""]}",is_A1_safe?,rows
87,"{""safe"":[""C1"",""A3""],""unsafe"":[""B2""]}",is_B3_safe?,columns
88,"{""safe"":[""A1"",""B1""],""unsafe"":[""A3""]}",is_C1_safe?,columns
89,"{""safe"":[""A1"",""B3""],""unsafe"":[""B1""]}",is_A3_safe?,columns
90,"{""safe"":[""A2"",""C3""],""unsafe"":[""C2""]}",is_C1_safe?,rows
91,"{""safe"":[""A2"",""C2""],""unsafe"":[""B3""]}",is_A1_safe?,rows
92,"{""safe"":[""A1"",""B2""],""unsafe"":[""B3""]}",is_C1_safe?,rows
93,"{""safe"":[""B2"",""B3""],""unsafe"":[""B1""]}",is_A3_safe?,rows
94,"{""safe"":[""C1"",""B3""],""unsafe"":[""A1""]}",is_C2_safe?,rows
95,"{""safe"":[""B3"",""B2""],""unsafe"":[""A2""]}",is_B1_safe?,rows
96,"{""safe"":[""A3"",""C2""],""unsafe"":[""C1""]}",is_B3_safe?,columns
97,"{""safe"":[""B2"",""C2""],""unsafe"":[""A1""]}",is_C1_safe?,columns
98,"{""safe"":[""A2"",""B2""],""unsafe"":[""B1""]}",is_C2_safe?,columns
99,"{""safe"":[""C1"",""A3""],""unsafe"":[""B2""]}",is_C3_safe?,columns
