trialNum,gridState,question,goal
65,"{""safe"":[""A2"",""A3""],""unsafe"":[""B1""]}",is_B3_safe?,columns
66,"{""safe"":[""A2"",""B3""],""unsafe"":[""C2""]}",is_C3_safe?,columns
67,"{""safe"":[""A3"",""C2""],""unsafe"":[""B3""]}",is_A2_safe?,columns
68,"{""safe"":[""A3"",""B2""],""unsafe"":[""C1""]}",is_B3_safe?,columns
69,"{""safe"":[""B2"",""B1""],""unsafe"":[""C1""]}",is_C2_safe?,columns
70,"{""safe"":[""A2"",""C3""],""unsafe"":[""A1""]}",is_B2_safe?,rows
71,"{""safe"":[""C1"",""A1""],""unsafe"":[""B3""]}",is_C2_safe?,rows
72,"{""safe"":[""A3"",""B3""],""unsafe"":[""A1""]}",is_C3_safe?,columns
73,"{""safe"":[""C3"",""A3""],""unsafe"":[""A1""]}",is_B3_safe?,rows
74,"{""safe"":[""A3"",""B3""],""unsafe"":[""C1""]}",is_C3_safe?,columns
75,"{""safe"":[""A3"",""B1""],""unsafe"":[""B2""]}",is_C3_safe?,columns
76,"{""safe"":[""A1"",""C1""],""unsafe"":[""C2""]}",is_B1_safe?,columns
77,"{""safe"":[""A2"",""C2""],""unsafe"":[""B2""]}",is_B1_safe?,columns
78,"{""safe"":[""C1"",""A3""],""unsafe"":[""B2""]}",is_C2_safe?,rows
79,"{""safe"":[""C1"",""C2""],""unsafe"":[""B1""]}",is_C3_safe?,rows
80,"{""safe"":[""B3"",""B1""],""unsafe"":[""C2""]}",is_C3_safe?,columns
81,"{""safe"":[""B1"",""A1""],""unsafe"":[""A2""]}",is_B3_safe?,rows
82,"{""safe"":[""B2"",""A1""],""unsafe"":[""C3""]}",is_B1_safe?,columns
83,"{""safe"":[""C2"",""A3""],""unsafe"":[""B1""]}",is_B3_safe?,columns
84,"{""safe"":[""B1"",""A1""],""unsafe"":[""C1""]}",is_A3_safe?,rows
85,"{""safe"":[""B3"",""C2""],""unsafe"":[""A3""]}",is_C1_safe?,rows
86,"{""safe"":[""C2"",""B2""],""unsafe"":[""A2""]}",is_A1_safe?,columns
87,"{""safe"":[""A3"",""B3""],""unsafe"":[""A2""]}",is_B1_safe?,rows
88,"{""safe"":[""B2"",""C2""],""unsafe"":[""A3""]}",is_A2_safe?,rows
89,"{""safe"":[""C1"",""A2""],""unsafe"":[""B1""]}",is_B3_safe?,columns
90,"{""safe"":[""B2"",""A3""],""unsafe"":[""A1""]}",is_B3_safe?,rows
91,"{""safe"":[""A2"",""C1""],""unsafe"":[""C3""]}",is_C2_safe?,columns
92,"{""safe"":[""B1"",""C1""],""unsafe"":[""B2""]}",is_C2_safe?,rows
93,"{""safe"":[""B3"",""A2""],""unsafe"":[""B1""]}",is_C3_safe?,rows
94,"{""safe"":[""A2"",""C1""],""unsafe"":[""C3""]}",is_B2_safe?,rows
95,"{""safe"":[""C2"",""B2""],""unsafe"":[""A3""]}",is_A2_safe?,columns
96,"{""safe"":[""B2"",""C1""],""unsafe"":[""C3""]}",is_B1_safe?,columns
97,"{""safe"":[""B3"",""B1""],""unsafe"":[""C3""]}",is_A1_safe?,columns
98,"{""safe"":[""B2"",""A3""],""unsafe"":[""A1""]}",is_B1_safe?,rows
99,"{""safe"":[""A1"",""C2""],""unsafe"":[""B1""]}",is_A3_safe?,columns
