trialNum,gridState,question,goal
84,"{""safe"":[""C1"",""A1""],""unsafe"":[""B1""]}",is_C2_safe?,columns
85,"{""safe"":[""C3"",""B2""],""unsafe"":[""A1""]}",is_A2_safe?,columns
86,"{""safe"":[""B2"",""B1""],""unsafe"":[""C3""]}",is_B3_safe?,rows
87,"{""safe"":[""C1"",""A2""],""unsafe"":[""C3""]}",is_A1_safe?,rows
88,"{""safe"":[""B2"",""C1""],""unsafe"":[""C2""]}",is_A1_safe?,columns
89,"{""safe"":[""A1"",""B2""],""unsafe"":[""C3""]}",is_B3_safe?,rows
90,"{""safe"":[""B3"",""B1""],""unsafe"":[""A1""]}",is_B2_safe?,rows
91,"{""safe"":[""B3"",""B1""],""unsafe"":[""C3""]}",is_A1_safe?,columns
92,"{""safe"":[""B2"",""C2""],""unsafe"":[""C1""]}",is_B3_safe?,rows
93,"{""safe"":[""C1"",""C2""],""unsafe"":[""A1""]}",is_A2_safe?,columns
94,"{""safe"":[""C3"",""A3""],""unsafe"":[""A2""]}",is_B3_safe?,columns
95,"{""safe"":[""B1"",""A2""],""unsafe"":[""B2""]}",is_A3_safe?,rows
96,"{""safe"":[""C2"",""C3""],""unsafe"":[""C1""]}",is_B3_safe?,columns
97,"{""safe"":[""B1"",""B3""],""unsafe"":[""A2""]}",is_A1_safe?,columns
98,"{""safe"":[""C3"",""A2""],""unsafe"":[""B3""]}",is_C1_safe?,rows
99,"{""safe"":[""C2"",""B2""],""unsafe"":[""B3""]}",is_C1_safe?,rows
