trialNum,gridState,question,goal
48,"{""safe"":[""B2"",""B3""],""unsafe"":[""A2""]}",is_A1_safe?,rows
49,"{""safe"":[""C3"",""B3""],""unsafe"":[""A3""]}",is_C2_safe?,columns
50,"{""safe"":[""A2"",""C1""],""unsafe"":[""C3""]}",is_C2_safe?,rows
51,"{""safe"":[""C3"",""C2""],""unsafe"":[""A3""]}",is_C1_safe?,columns
52,"{""safe"":[""C3"",""A1""],""unsafe"":[""A2""]}",is_B1_safe?,columns
53,"{""safe"":[""B1"",""C3""],""unsafe"":[""C2""]}",is_A1_safe?,columns
54,"{""safe"":[""C2"",""A2""],""unsafe"":[""C1""]}",is_B3_safe?,rows
55,"{""safe"":[""A2"",""C3""],""unsafe"":[""C2""]}",is_A1_safe?,columns
56,"{""safe"":[""A2"",""C3""],""unsafe"":[""B1""]}",is_B3_safe?,columns
57,"{""safe"":[""B2"",""A2""],""unsafe"":[""C1""]}",is_B3_safe?,rows
58,"{""safe"":[""C2"",""C1""],""unsafe"":[""B1""]}",is_A2_safe?,columns
59,"{""safe"":[""B3"",""B2""],""unsafe"":[""A3""]}",is_C1_safe?,columns
60,"{""safe"":[""A2"",""A3""],""unsafe"":[""B3""]}",is_C2_safe?,columns
61,"{""safe"":[""A2"",""B1""],""unsafe"":[""B2""]}",is_A1_safe?,columns
62,"{""safe"":[""B3"",""C3""],""unsafe"":[""B1""]}",is_A3_safe?,columns
63,"{""safe"":[""C1"",""B3""],""unsafe"":[""B1""]}",is_C3_safe?,rows
64,"{""safe"":[""B3"",""C2""],""unsafe"":[""A3""]}",is_B1_safe?,rows
65,"{""safe"":[""A2"",""A1""],""unsafe"":[""B2""]}",is_A3_safe?,rows
66,"{""safe"":[""C2"",""C1""],""unsafe"":[""B1""]}",is_C3_safe?,rows
67,"{""safe"":[""A1"",""A3""],""unsafe"":[""B1""]}",is_B2_safe?,columns
68,"{""safe"":[""A2"",""B1""],""unsafe"":[""B2""]}",is_A3_safe?,columns
69,"{""safe"":[""C1"",""A1""],""unsafe"":[""B1""]}",is_C2_safe?,rows
70,"{""safe"":[""A2"",""A3""],""unsafe"":[""C1""]}",is_C2_safe?,rows
71,"{""safe"":[""A3"",""C2""],""unsafe"":[""B1""]}",is_B3_safe?,columns
72,"{""safe"":[""A1"",""C1""],""unsafe"":[""B3""]}",is_C2_safe?,rows
73,"{""safe"":[""A2"",""A3""],""unsafe"":[""B2""]}",is_C3_safe?,columns
74,"{""safe"":[""B1"",""B3""],""unsafe"":[""A1""]}",is_A2_safe?,columns
75,"{""safe"":[""A1"",""B3""],""unsafe"":[""C2""]}",is_C1_safe?,columns
76,"{""safe"":[""A3"",""B2""],""unsafe"":[""A1""]}",is_B3_safe?,rows
77,"{""safe"":[""C2"",""B1""],""unsafe"":[""C1""]}",is_C3_safe?,columns
78,"{""safe"":[""C3"",""A1""],""unsafe"":[""B3""]}",is_B1_safe?,rows
79,"{""safe"":[""C3"",""B1""],""unsafe"":[""A2""]}",is_B3_safe?,rows
80,"{""safe"":[""A1"",""C3""],""unsafe"":[""B1""]}",is_C2_safe?,columns
81,"{""safe"":[""A1"",""B2""],""unsafe"":[""A2""]}",is_B3_safe?,rows
82,"{""safe"":[""B3"",""A3""],""unsafe"":[""C2""]}",is_B2_safe?,rows
83,"{""safe"":[""A1"",""C2""],""unsafe"":[""B1""]}",is_B2_safe?,columns
84,"{""safe"":[""A3"",""A2""],""unsafe"":[""B1""]}",is_A1_safe?,rows
85,"{""safe"":[""B2"",""C3""],""unsafe"":[""B1""]}",is_C2_safe?,columns
86,"{""safe"":[""B2"",""C2""],""unsafe"":[""A3""]}",is_B3_safe?,columns
87,"{""safe"":[""A1"",""A2""],""unsafe"":[""C1""]}",is_A3_safe?,rows
88,"{""safe"":[""B2"",""A1""],""unsafe"":[""C1""]}",is_A3_safe?,rows
89,"{""safe"":[""B3"",""C1""],""unsafe"":[""B1""]}",is_C2_safe?,rows
90,"{""safe"":[""A3"",""C2""],""unsafe"":[""B1""]}",is_B2_safe?,rows
91,"{""safe"":[""C3"",""C2""],""unsafe"":[""A1""]}",is_C1_safe?,rows
92,"{""safe"":[""B2"",""A2""],""unsafe"":[""C3""]}",is_C2_safe?,columns
93,"{""safe"":[""B3"",""C2""],""unsafe"":[""C3""]}",is_A3_safe?,rows
94,"{""safe"":[""C1"",""A2""],""unsafe"":[""B2""]}",is_C2_safe?,columns
95,"{""safe"":[""A1"",""B1""],""unsafe"":[""B3""]}",is_A3_safe?,rows
96,"{""safe"":[""C3"",""B2""],""unsafe"":[""C2""]}",is_A2_safe?,columns
97,"{""safe"":[""C2"",""A1""],""unsafe"":[""B2""]}",is_B3_safe?,rows
98,"{""safe"":[""A3"",""C2""],""unsafe"":[""A2""]}",is_C3_safe?,columns
99,"{""safe"":[""B3"",""B2""],""unsafe"":[""A2""]}",is_B1_safe?,rows
