trialNum,gridState,question,goal
37,"{""safe"":[""A1"",""B1""],""unsafe"":[""A3""]}",is_C2_safe?,rows
38,"{""safe"":[""C1"",""C3""],""unsafe"":[""B3""]}",is_A1_safe?,columns
39,"{""safe"":[""A3"",""C1""],""unsafe"":[""C2""]}",is_B1_safe?,columns
40,"{""safe"":[""A2"",""A1""],""unsafe"":[""B2""]}",is_C1_safe?,columns
41,"{""safe"":[""C2"",""A1""],""unsafe"":[""C1""]}",is_B2_safe?,rows
42,"{""safe"":[""B3"",""C3""],""unsafe"":[""A1""]}",is_C1_safe?,rows
43,"{""safe"":[""C3"",""C1""],""unsafe"":[""B2""]}",is_C2_safe?,rows
44,"{""safe"":[""C3"",""A3""],""unsafe"":[""C2""]}",is_B3_safe?,columns
45,"{""safe"":[""A3"",""C3""],""unsafe"":[""C1""]}",is_A2_safe?,rows
46,"{""safe"":[""B3"",""A3""],""unsafe"":[""C1""]}",is_C3_safe?,columns
47,"{""safe"":[""A3"",""C2""],""unsafe"":[""B3""]}",is_B2_safe?,columns
48,"{""safe"":[""A2"",""C3""],""unsafe"":[""A3""]}",is_B3_safe?,rows
49,"{""safe"":[""C3"",""A3""],""unsafe"":[""B2""]}",is_A2_safe?,rows
50,"{""safe"":[""C2"",""A2""],""unsafe"":[""B1""]}",is_A1_safe?,rows
51,"{""safe"":[""A1"",""C3""],""unsafe"":[""C1""]}",is_C2_safe?,rows
52,"{""safe"":[""A1"",""B3""],""unsafe"":[""C3""]}",is_A3_safe?,rows
53,"{""safe"":[""C2"",""B3""],""unsafe"":[""B2""]}",is_A3_safe?,rows
54,"{""safe"":[""B1"",""C1""],""unsafe"":[""C3""]}",is_A1_safe?,columns
55,"{""safe"":[""B1"",""C3""],""unsafe"":[""C2""]}",is_B2_safe?,rows
56,"{""safe"":[""C1"",""C3""],""unsafe"":[""A1""]}",is_C2_safe?,rows
57,"{""safe"":[""C1"",""B1""],""unsafe"":[""C2""]}",is_B2_safe?,rows
58,"{""safe"":[""C1"",""A1""],""unsafe"":[""B2""]}",is_C2_safe?,rows
59,"{""safe"":[""C3"",""A3""],""unsafe"":[""B2""]}",is_B1_safe?,rows
60,"{""safe"":[""C2"",""A1""],""unsafe"":[""C1""]}",is_A2_safe?,columns
61,"{""safe"":[""A2"",""B2""],""unsafe"":[""C1""]}",is_A3_safe?,rows
62,"{""safe"":[""B2"",""C1""],""unsafe"":[""C2""]}",is_B1_safe?,columns
63,"{""safe"":[""B2"",""A2""],""unsafe"":[""A1""]}",is_B3_safe?,rows
64,"{""safe"":[""A2"",""B1""],""unsafe"":[""C2""]}",is_A1_safe?,columns
65,"{""safe"":[""C1"",""B3""],""unsafe"":[""A1""]}",is_C3_safe?,columns
66,"{""safe"":[""C3"",""B1""],""unsafe"":[""C1""]}",is_B3_safe?,columns
67,"{""safe"":[""C2"",""B3""],""unsafe"":[""A1""]}",is_B2_safe?,columns
68,"{""safe"":[""A1"",""A2""],""unsafe"":[""B3""]}",is_B1_safe?,columns
69,"{""safe"":[""B2"",""B3""],""unsafe"":[""B1""]}",is_A3_safe?,columns
70,"{""safe"":[""B1"",""A1""],""unsafe"":[""C2""]}",is_C1_safe?,columns
71,"{""safe"":[""C3"",""B2""],""unsafe"":[""A1""]}",is_C1_safe?,rows
72,"{""safe"":[""B2"",""C3""],""unsafe"":[""C1""]}",is_A2_safe?,columns
73,"{""safe"":[""C1"",""A1""],""unsafe"":[""C3""]}",is_B1_safe?,columns
74,"{""safe"":[""A3"",""C1""],""unsafe"":[""A2""]}",is_B3_safe?,columns
75,"{""safe"":[""B3"",""B2""],""unsafe"":[""A2""]}",is_B1_safe?,rows
76,"{""safe"":[""C1"",""C2""],""unsafe"":[""A1""]}",is_B3_safe?,columns
77,"{""safe"":[""C1"",""A1""],""unsafe"":[""B2""]}",is_A3_safe?,rows
78,"{""safe"":[""C1"",""B2""],""unsafe"":[""A1""]}",is_A2_safe?,rows
79,"{""safe"":[""C3"",""B2""],""unsafe"":[""A1""]}",is_C1_safe?,rows
80,"{""safe"":[""B1"",""C1""],""unsafe"":[""A1""]}",is_C3_safe?,rows
81,"{""safe"":[""B3"",""A1""],""unsafe"":[""A2""]}",is_B2_safe?,rows
82,"{""safe"":[""C1"",""B3""],""unsafe"":[""B1""]}",is_C2_safe?,rows
83,"{""safe"":[""C2"",""B3""],""unsafe"":[""A1""]}",is_A3_safe?,columns
84,"{""safe"":[""C2"",""C1""],""unsafe"":[""B1""]}",is_A2_safe?,columns
85,"{""safe"":[""A2"",""B1""],""unsafe"":[""C1""]}",is_C2_safe?,columns
86,"{""safe"":[""C1"",""A2""],""unsafe"":[""A1""]}",is_C3_safe?,rows
87,"{""safe"":[""A1"",""C2""],""unsafe"":[""B3""]}",is_C3_safe?,rows
88,"{""safe"":[""C1"",""C3""],""unsafe"":[""A2""]}",is_B3_safe?,columns
89,"{""safe"":[""C1"",""C2""],""unsafe"":[""A1""]}",is_A2_safe?,columns
90,"{""safe"":[""C3"",""C2""],""unsafe"":[""A2""]}",is_A3_safe?,columns
91,"{""safe"":[""B1"",""C3""],""unsafe"":[""A2""]}",is_A3_safe?,columns
92,"{""safe"":[""C1"",""B3""],""unsafe"":[""C3""]}",is_B1_safe?,columns
93,"{""safe"":[""B1"",""C2""],""unsafe"":[""C1""]}",is_B3_safe?,rows
94,"{""safe"":[""B3"",""B1""],""unsafe"":[""B2""]}",is_C1_safe?,columns
95,"{""safe"":[""B3"",""C3""],""unsafe"":[""B1""]}",is_A3_safe?,columns
96,"{""safe"":[""C3"",""A3""],""unsafe"":[""B1""]}",is_C2_safe?,rows
97,"{""safe"":[""C1"",""A2""],""unsafe"":[""B1""]}",is_A3_safe?,columns
98,"{""safe"":[""C1"",""A1""],""unsafe"":[""C2""]}",is_B1_safe?,columns
99,"{""safe"":[""A2"",""C2""],""unsafe"":[""B2""]}",is_C3_safe?,rows
