trialNum,gridState,question,goal
47,"{""safe"":[""A3"",""B3""],""unsafe"":[""B1""]}",is_A2_safe?,columns
48,"{""safe"":[""C3"",""C1""],""unsafe"":[""A2""]}",is_C2_safe?,rows
49,"{""safe"":[""B2"",""C2""],""unsafe"":[""B3""]}",is_A3_safe?,columns
50,"{""safe"":[""C3"",""B3""],""unsafe"":[""A2""]}",is_A3_safe?,columns
51,"{""safe"":[""B3"",""B1""],""unsafe"":[""A2""]}",is_C2_safe?,rows
52,"{""safe"":[""C3"",""B3""],""unsafe"":[""A3""]}",is_B2_safe?,rows
53,"{""safe"":[""B1"",""B3""],""unsafe"":[""C1""]}",is_B2_safe?,columns
54,"{""safe"":[""C2"",""A1""],""unsafe"":[""C1""]}",is_A3_safe?,columns
55,"{""safe"":[""B3"",""C3""],""unsafe"":[""A3""]}",is_C1_safe?,columns
56,"{""safe"":[""C3"",""A2""],""unsafe"":[""B2""]}",is_C2_safe?,rows
57,"{""safe"":[""B3"",""C1""],""unsafe"":[""A1""]}",is_B1_safe?,rows
58,"{""safe"":[""B3"",""A3""],""unsafe"":[""C3""]}",is_A2_safe?,rows
59,"{""safe"":[""B2"",""C2""],""unsafe"":[""A1""]}",is_B3_safe?,rows
60,"{""safe"":[""A2"",""C2""],""unsafe"":[""A3""]}",is_B2_safe?,columns
61,"{""safe"":[""A2"",""B1""],""unsafe"":[""C2""]}",is_A3_safe?,columns
62,"{""safe"":[""B2"",""A2""],""unsafe"":[""B3""]}",is_C2_safe?,columns
63,"{""safe"":[""B2"",""A1""],""unsafe"":[""A2""]}",is_C1_safe?,columns
64,"{""safe"":[""A2"",""C1""],""unsafe"":[""A3""]}",is_A1_safe?,columns
65,"{""safe"":[""C3"",""B1""],""unsafe"":[""B3""]}",is_A1_safe?,rows
66,"{""safe"":[""B2"",""B3""],""unsafe"":[""C2""]}",is_B1_safe?,rows
67,"{""safe"":[""B3"",""C1""],""unsafe"":[""B1""]}",is_C2_safe?,rows
68,"{""safe"":[""B1"",""C2""],""unsafe"":[""A1""]}",is_A2_safe?,columns
69,"{""safe"":[""A2"",""B2""],""unsafe"":[""B1""]}",is_B3_safe?,columns
70,"{""safe"":[""C3"",""B3""],""unsafe"":[""A1""]}",is_C1_safe?,rows
71,"{""safe"":[""A3"",""A2""],""unsafe"":[""B2""]}",is_A1_safe?,rows
72,"{""safe"":[""C2"",""B2""],""unsafe"":[""B3""]}",is_A3_safe?,rows
73,"{""safe"":[""B3"",""B1""],""unsafe"":[""B2""]}",is_C2_safe?,columns
74,"{""safe"":[""B2"",""C1""],""unsafe"":[""A3""]}",is_A2_safe?,columns
75,"{""safe"":[""A3"",""C3""],""unsafe"":[""C2""]}",is_A1_safe?,rows
76,"{""safe"":[""A2"",""C3""],""unsafe"":[""C1""]}",is_B2_safe?,columns
77,"{""safe"":[""B1"",""A3""],""unsafe"":[""B2""]}",is_B3_safe?,columns
78,"{""safe"":[""C2"",""A2""],""unsafe"":[""C1""]}",is_C3_safe?,rows
79,"{""safe"":[""C3"",""B2""],""unsafe"":[""B3""]}",is_A2_safe?,columns
80,"{""safe"":[""A1"",""A2""],""unsafe"":[""A3""]}",is_B1_safe?,columns
81,"{""safe"":[""A1"",""B3""],""unsafe"":[""B2""]}",is_C1_safe?,columns
82,"{""safe"":[""A2"",""C1""],""unsafe"":[""C2""]}",is_B2_safe?,columns
83,"{""safe"":[""B2"",""C1""],""unsafe"":[""A1""]}",is_B1_safe?,columns
84,"{""safe"":[""C1"",""C2""],""unsafe"":[""A1""]}",is_C3_safe?,rows
85,"{""safe"":[""A2"",""A1""],""unsafe"":[""C3""]}",is_B2_safe?,columns
86,"{""safe"":[""A3"",""A1""],""unsafe"":[""B2""]}",is_C3_safe?,columns
87,"{""safe"":[""C2"",""B1""],""unsafe"":[""A2""]}",is_C3_safe?,rows
88,"{""safe"":[""A1"",""B1""],""unsafe"":[""C3""]}",is_B3_safe?,rows
89,"{""safe"":[""C3"",""A3""],""unsafe"":[""A1""]}",is_B3_safe?,columns
90,"{""safe"":[""C2"",""B2""],""unsafe"":[""C3""]}",is_A2_safe?,columns
91,"{""safe"":[""C1"",""A1""],""unsafe"":[""C2""]}",is_B1_safe?,rows
92,"{""safe"":[""C1"",""C2""],""unsafe"":[""A3""]}",is_B2_safe?,columns
93,"{""safe"":[""A2"",""A1""],""unsafe"":[""C3""]}",is_B1_safe?,rows
94,"{""safe"":[""C2"",""B3""],""unsafe"":[""A2""]}",is_B2_safe?,rows
95,"{""safe"":[""A3"",""A2""],""unsafe"":[""C1""]}",is_B3_safe?,columns
96,"{""safe"":[""A2"",""B1""],""unsafe"":[""C3""]}",is_C1_safe?,columns
97,"{""safe"":[""C3"",""B2""],""unsafe"":[""B3""]}",is_A2_safe?,columns
98,"{""safe"":[""B1"",""A1""],""unsafe"":[""A2""]}",is_B2_safe?,rows
99,"{""safe"":[""A1"",""A3""],""unsafe"":[""B2""]}",is_A2_safe?,rows
