trialNum,gridState,question,goal
40,"{""safe"":[""B3"",""A2""],""unsafe"":[""C2""]}",is_C3_safe?,columns
41,"{""safe"":[""B1"",""C3""],""unsafe"":[""A1""]}",is_B2_safe?,rows
42,"{""safe"":[""A1"",""B2""],""unsafe"":[""B3""]}",is_C1_safe?,columns
43,"{""safe"":[""B3"",""B1""],""unsafe"":[""A3""]}",is_B2_safe?,rows
44,"{""safe"":[""B1"",""A1""],""unsafe"":[""B3""]}",is_C1_safe?,columns
45,"{""safe"":[""C2"",""B3""],""unsafe"":[""A2""]}",is_B2_safe?,rows
46,"{""safe"":[""A1"",""A2""],""unsafe"":[""C1""]}",is_B2_safe?,columns
47,"{""safe"":[""B2"",""B1""],""unsafe"":[""A3""]}",is_B3_safe?,rows
48,"{""safe"":[""C1"",""B1""],""unsafe"":[""B2""]}",is_A1_safe?,columns
49,"{""safe"":[""C3"",""B1""],""unsafe"":[""A2""]}",is_C2_safe?,rows
50,"{""safe"":[""B1"",""A3""],""unsafe"":[""C1""]}",is_C3_safe?,columns
51,"{""safe"":[""C2"",""B3""],""unsafe"":[""C3""]}",is_B1_safe?,rows
52,"{""safe"":[""C1"",""B2""],""unsafe"":[""C2""]}",is_B3_safe?,rows
53,"{""safe"":[""B1"",""C2""],""unsafe"":[""B3""]}",is_B2_safe?,columns
54,"{""safe"":[""B2"",""B3""],""unsafe"":[""A3""]}",is_B1_safe?,rows
55,"{""safe"":[""B2"",""A3""],""unsafe"":[""A2""]}",is_B1_safe?,rows
56,"{""safe"":[""A2"",""C3""],""unsafe"":[""B1""]}",is_B3_safe?,columns
57,"{""safe"":[""B3"",""C3""],""unsafe"":[""A3""]}",is_B1_safe?,columns
58,"{""safe"":[""B1"",""C3""],""unsafe"":[""C1""]}",is_B2_safe?,rows
59,"{""safe"":[""A1"",""B3""],""unsafe"":[""A2""]}",is_A3_safe?,columns
60,"{""safe"":[""B3"",""C3""],""unsafe"":[""B1""]}",is_A3_safe?,columns
61,"{""safe"":[""B1"",""C1""],""unsafe"":[""C3""]}",is_A1_safe?,columns
62,"{""safe"":[""C2"",""B2""],""unsafe"":[""A2""]}",is_C1_safe?,columns
63,"{""safe"":[""C3"",""B3""],""unsafe"":[""A1""]}",is_B1_safe?,rows
64,"{""safe"":[""A2"",""B3""],""unsafe"":[""C1""]}",is_B1_safe?,rows
65,"{""safe"":[""B3"",""A2""],""unsafe"":[""B2""]}",is_C3_safe?,columns
66,"{""safe"":[""A1"",""C3""],""unsafe"":[""B1""]}",is_A2_safe?,rows
67,"{""safe"":[""C3"",""A1""],""unsafe"":[""B2""]}",is_B1_safe?,columns
68,"{""safe"":[""B2"",""C3""],""unsafe"":[""A1""]}",is_B1_safe?,rows
69,"{""safe"":[""C2"",""C1""],""unsafe"":[""A3""]}",is_B1_safe?,columns
70,"{""safe"":[""B1"",""A3""],""unsafe"":[""B3""]}",is_C1_safe?,columns
71,"{""safe"":[""C2"",""A2""],""unsafe"":[""B2""]}",is_C3_safe?,columns
72,"{""safe"":[""C1"",""C3""],""unsafe"":[""A2""]}",is_C2_safe?,rows
73,"{""safe"":[""C1"",""B2""],""unsafe"":[""A3""]}",is_A2_safe?,columns
74,"{""safe"":[""A2"",""C2""],""unsafe"":[""C1""]}",is_A3_safe?,rows
75,"{""safe"":[""C2"",""A2""],""unsafe"":[""B2""]}",is_A3_safe?,rows
76,"{""safe"":[""C3"",""C2""],""unsafe"":[""A2""]}",is_B3_safe?,columns
77,"{""safe"":[""A3"",""B1""],""unsafe"":[""C1""]}",is_C3_safe?,columns
78,"{""safe"":[""C1"",""C2""],""unsafe"":[""B3""]}",is_B2_safe?,columns
79,"{""safe"":[""B2"",""C1""],""unsafe"":[""A1""]}",is_C3_safe?,rows
80,"{""safe"":[""C2"",""A2""],""unsafe"":[""A3""]}",is_C1_safe?,rows
81,"{""safe"":[""A2"",""C3""],""unsafe"":[""C1""]}",is_A3_safe?,rows
82,"{""safe"":[""A3"",""C1""],""unsafe"":[""B2""]}",is_B1_safe?,columns
83,"{""safe"":[""B1"",""C1""],""unsafe"":[""C3""]}",is_B2_safe?,rows
84,"{""safe"":[""A1"",""C1""],""unsafe"":[""B3""]}",is_C2_safe?,rows
85,"{""safe"":[""A1"",""B2""],""unsafe"":[""C2""]}",is_A3_safe?,rows
86,"{""safe"":[""C3"",""C1""],""unsafe"":[""A3""]}",is_B2_safe?,columns
87,"{""safe"":[""C2"",""B1""],""unsafe"":[""A3""]}",is_A1_safe?,columns
88,"{""safe"":[""B3"",""A3""],""unsafe"":[""C2""]}",is_B2_safe?,rows
89,"{""safe"":[""A3"",""C1""],""unsafe"":[""B1""]}",is_C2_safe?,rows
90,"{""safe"":[""C1"",""B3""],""unsafe"":[""A1""]}",is_C3_safe?,columns
91,"{""safe"":[""A3"",""C2""],""unsafe"":[""C1""]}",is_A1_safe?,rows
92,"{""safe"":[""B2"",""C1""],""unsafe"":[""C3""]}",is_C2_safe?,columns
93,"{""safe"":[""A2"",""C2""],""unsafe"":[""C1""]}",is_B2_safe?,columns
94,"{""safe"":[""B1"",""C1""],""unsafe"":[""B3""]}",is_C3_safe?,rows
95,"{""safe"":[""C2"",""A2""],""unsafe"":[""C1""]}",is_A3_safe?,rows
96,"{""safe"":[""A2"",""B3""],""unsafe"":[""B1""]}",is_A1_safe?,rows
97,"{""safe"":[""A2"",""B2""],""unsafe"":[""C1""]}",is_C2_safe?,columns
98,"{""safe"":[""B2"",""A1""],""unsafe"":[""A2""]}",is_C1_safe?,columns
99,"{""safe"":[""C1"",""A3""],""unsafe"":[""B2""]}",is_B1_safe?,columns
