trialNum,gridState,question,goal
26,"{""safe"":[""A2"",""B2""],""unsafe"":[""B1""]}",is_A1_safe?,rows
27,"{""safe"":[""B3"",""B2""],""unsafe"":[""B1""]}",is_A3_safe?,rows
28,"{""safe"":[""A3"",""B3""],""unsafe"":[""C2""]}",is_A1_safe?,rows
29,"{""safe"":[""C3"",""C2""],""unsafe"":[""B2""]}",is_B3_safe?,rows
30,"{""safe"":[""C1"",""B2""],""unsafe"":[""A3""]}",is_A2_safe?,columns
31,"{""safe"":[""C3"",""C2""],""unsafe"":[""B1""]}",is_A3_safe?,columns
32,"{""safe"":[""B2"",""B3""],""unsafe"":[""B1""]}",is_A3_safe?,columns
33,"{""safe"":[""B2"",""A3""],""unsafe"":[""B1""]}",is_C3_safe?,columns
34,"{""safe"":[""C1"",""A2""],""unsafe"":[""B2""]}",is_B1_safe?,columns
35,"{""safe"":[""C3"",""A3""],""unsafe"":[""B2""]}",is_B1_safe?,columns
36,"{""safe"":[""B3"",""B2""],""unsafe"":[""A1""]}",is_A3_safe?,columns
37,"{""safe"":[""C2"",""B2""],""unsafe"":[""C1""]}",is_B3_safe?,rows
38,"{""safe"":[""C1"",""C2""],""unsafe"":[""B2""]}",is_A1_safe?,columns
39,"{""safe"":[""C1"",""C2""],""unsafe"":[""B3""]}",is_C3_safe?,columns
40,"{""safe"":[""B3"",""A2""],""unsafe"":[""A3""]}",is_C1_safe?,columns
41,"{""safe"":[""B1"",""B3""],""unsafe"":[""A3""]}",is_A1_safe?,columns
42,"{""safe"":[""A3"",""C3""],""unsafe"":[""B1""]}",is_A1_safe?,rows
43,"{""safe"":[""C1"",""C2""],""unsafe"":[""C3""]}",is_A1_safe?,columns
44,"{""safe"":[""B3"",""B2""],""unsafe"":[""A3""]}",is_A2_safe?,columns
45,"{""safe"":[""A2"",""B3""],""unsafe"":[""B2""]}",is_A3_safe?,rows
46,"{""safe"":[""C2"",""A2""],""unsafe"":[""A3""]}",is_C3_safe?,rows
47,"{""safe"":[""C2"",""A1""],""unsafe"":[""A3""]}",is_B1_safe?,columns
48,"{""safe"":[""C1"",""C3""],""unsafe"":[""B1""]}",is_C2_safe?,columns
49,"{""safe"":[""B3"",""C2""],""unsafe"":[""C3""]}",is_B1_safe?,columns
50,"{""safe"":[""B2"",""A2""],""unsafe"":[""C1""]}",is_C3_safe?,columns
51,"{""safe"":[""A3"",""A2""],""unsafe"":[""B2""]}",is_C1_safe?,columns
52,"{""safe"":[""C3"",""A1""],""unsafe"":[""C2""]}",is_B3_safe?,columns
53,"{""safe"":[""A3"",""A2""],""unsafe"":[""B1""]}",is_A1_safe?,rows
54,"{""safe"":[""A1"",""A3""],""unsafe"":[""B1""]}",is_C3_safe?,columns
55,"{""safe"":[""A3"",""C2""],""unsafe"":[""A2""]}",is_C1_safe?,rows
56,"{""safe"":[""C2"",""B2""],""unsafe"":[""C1""]}",is_A2_safe?,columns
57,"{""safe"":[""C3"",""A2""],""unsafe"":[""A3""]}",is_B2_safe?,columns
58,"{""safe"":[""B2"",""B3""],""unsafe"":[""A2""]}",is_A3_safe?,rows
59,"{""safe"":[""B3"",""C1""],""unsafe"":[""B1""]}",is_B2_safe?,rows
60,"{""safe"":[""B2"",""B3""],""unsafe"":[""C1""]}",is_A1_safe?,rows
61,"{""safe"":[""C2"",""A1""],""unsafe"":[""B1""]}",is_C3_safe?,rows
62,"{""safe"":[""A2"",""A1""],""unsafe"":[""C3""]}",is_B2_safe?,columns
63,"{""safe"":[""A1"",""C2""],""unsafe"":[""C3""]}",is_B2_safe?,columns
64,"{""safe"":[""B2"",""C1""],""unsafe"":[""B1""]}",is_C2_safe?,columns
65,"{""safe"":[""A2"",""C2""],""unsafe"":[""C1""]}",is_C3_safe?,rows
66,"{""safe"":[""B1"",""B3""],""unsafe"":[""A1""]}",is_A3_safe?,columns
67,"{""safe"":[""A1"",""A3""],""unsafe"":[""A2""]}",is_C3_safe?,rows
68,"{""safe"":[""A1"",""C1""],""unsafe"":[""B2""]}",is_B1_safe?,columns
69,"{""safe"":[""B1"",""B3""],""unsafe"":[""A3""]}",is_B2_safe?,columns
70,"{""safe"":[""C1"",""B2""],""unsafe"":[""A3""]}",is_A2_safe?,columns
71,"{""safe"":[""B2"",""B1""],""unsafe"":[""C3""]}",is_C2_safe?,columns
72,"{""safe"":[""B2"",""C2""],""unsafe"":[""C3""]}",is_A2_safe?,columns
73,"{""safe"":[""C2"",""C1""],""unsafe"":[""A1""]}",is_C3_safe?,rows
74,"{""safe"":[""C2"",""C3""],""unsafe"":[""A3""]}",is_B3_safe?,rows
75,"{""safe"":[""C2"",""A2""],""unsafe"":[""B2""]}",is_C1_safe?,rows
76,"{""safe"":[""B3"",""B2""],""unsafe"":[""A2""]}",is_A3_safe?,columns
77,"{""safe"":[""A2"",""B2""],""unsafe"":[""C3""]}",is_C1_safe?,rows
78,"{""safe"":[""B1"",""C1""],""unsafe"":[""C3""]}",is_B2_safe?,rows
79,"{""safe"":[""C3"",""B1""],""unsafe"":[""A2""]}",is_C1_safe?,columns
80,"{""safe"":[""C2"",""C1""],""unsafe"":[""A1""]}",is_C3_safe?,rows
81,"{""safe"":[""A2"",""A3""],""unsafe"":[""C2""]}",is_B1_safe?,rows
82,"{""safe"":[""B2"",""A1""],""unsafe"":[""B1""]}",is_B3_safe?,rows
83,"{""safe"":[""C1"",""A3""],""unsafe"":[""B1""]}",is_C3_safe?,rows
84,"{""safe"":[""B1"",""C3""],""unsafe"":[""B3""]}",is_A1_safe?,columns
85,"{""safe"":[""B3"",""C3""],""unsafe"":[""A2""]}",is_B2_safe?,columns
86,"{""safe"":[""B3"",""C2""],""unsafe"":[""A1""]}",is_B2_safe?,rows
87,"{""safe"":[""A2"",""C1""],""unsafe"":[""C2""]}",is_A3_safe?,columns
88,"{""safe"":[""A3"",""A1""],""unsafe"":[""B2""]}",is_C2_safe?,rows
89,"{""safe"":[""C2"",""B2""],""unsafe"":[""C1""]}",is_B1_safe?,rows
90,"{""safe"":[""A2"",""B3""],""unsafe"":[""B1""]}",is_A1_safe?,columns
91,"{""safe"":[""C2"",""B3""],""unsafe"":[""A2""]}",is_B2_safe?,rows
92,"{""safe"":[""A1"",""A3""],""unsafe"":[""A2""]}",is_B3_safe?,columns
93,"{""safe"":[""C2"",""B2""],""unsafe"":[""A1""]}",is_A3_safe?,rows
94,"{""safe"":[""B1"",""C2""],""unsafe"":[""A3""]}",is_B2_safe?,columns
95,"{""safe"":[""A2"",""B2""],""unsafe"":[""B1""]}",is_C2_safe?,columns
96,"{""safe"":[""C2"",""B1""],""unsafe"":[""B3""]}",is_A2_safe?,rows
97,"{""safe"":[""A2"",""C1""],""unsafe"":[""A1""]}",is_C3_safe?,columns
98,"{""safe"":[""A1"",""B3""],""unsafe"":[""A3""]}",is_C1_safe?,columns
99,"{""safe"":[""A2"",""A1""],""unsafe"":[""C1""]}",is_C3_safe?,columns
